# BUSCO version is: 5.2.2 
# The lineage dataset is: basidiomycota_odb10 (Creation date: 2020-09-10, number of genomes: 133, number of BUSCOs: 1764)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
3208at5204	Fragmented	NODE_5801_length_2002_cov_40.630649	120	1999	+	620.2	401	https://www.orthodb.org/v10?query=3208at5204	Calcium-transporting ATPase
3234at5204	Missing
3271at5204	Complete	NODE_1895_length_4372_cov_25.733178	85	3162	+	958.0	649	https://www.orthodb.org/v10?query=3271at5204	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
3336at5204	Fragmented	NODE_4442_length_2477_cov_43.370833	0	2444	-	1068.4	592	https://www.orthodb.org/v10?query=3336at5204	splicing factor 3B subunit 1
3379at5204	Complete	NODE_2197_length_3983_cov_42.014593	134	3509	+	604.5	573	https://www.orthodb.org/v10?query=3379at5204	aromatic acid exporter
3391at5204	Complete	NODE_46_length_18958_cov_46.705736	204	5043	+	939.5	679	https://www.orthodb.org/v10?query=3391at5204	rho GTPase activator
3406at5204	Complete	NODE_3305_length_3051_cov_45.344990	303	2876	+	373.9	215	https://www.orthodb.org/v10?query=3406at5204	LNS2-domain-containing protein
3473at5204	Fragmented	NODE_6350_length_1865_cov_41.830537	353	805	+	185.7	114	https://www.orthodb.org/v10?query=3473at5204	cohesin-associated protein Pds5
3485at5204	Complete	NODE_359_length_9743_cov_42.956549	1428	4087	+	650.2	522	https://www.orthodb.org/v10?query=3485at5204	Multisite-specific tRNA
3559at5204	Fragmented	NODE_3482_length_2943_cov_43.195394	25	2027	-	894.7	499	https://www.orthodb.org/v10?query=3559at5204	RNA cytidine acetyltransferase
3581at5204	Complete	NODE_979_length_6390_cov_45.939173	174	4910	+	847.2	663	https://www.orthodb.org/v10?query=3581at5204	kinase-like protein
3619at5204	Fragmented	NODE_21718_length_507_cov_28.567442	21	506	+	132.1	125	https://www.orthodb.org/v10?query=3619at5204	Tetratricopeptide repeat
3649at5204	Missing
3666at5204	Complete	NODE_1331_length_5380_cov_43.535734	1636	5377	-	1217.9	780	https://www.orthodb.org/v10?query=3666at5204	DNA polymerase
3706at5204	Fragmented	NODE_4315_length_2529_cov_41.833605	49	2527	+	713.7	553	https://www.orthodb.org/v10?query=3706at5204	Retinoic acid induced 16-like protein
3727at5204	Fragmented	NODE_7260_length_1663_cov_49.187894	324	1658	-	533.3	328	https://www.orthodb.org/v10?query=3727at5204	tricalbin
3796at5204	Missing
3844at5204	Missing
3856at5204	Complete	NODE_1008_length_6297_cov_47.970740	492	3990	+	575.4	636	https://www.orthodb.org/v10?query=3856at5204	Tubulin-specific chaperone D
3877at5204	Missing
3882at5204	Complete	NODE_1736_length_4606_cov_43.249503	298	4596	-	822.3	721	https://www.orthodb.org/v10?query=3882at5204	WD40/YVTN repeat-like-containing domain superfamily
3900at5204	Complete	NODE_49_length_18704_cov_45.831320	314	4526	-	676.7	737	https://www.orthodb.org/v10?query=3900at5204	ARM repeat-containing protein
3941at5204	Complete	NODE_1760_length_4569_cov_47.749555	184	3773	+	1358.3	874	https://www.orthodb.org/v10?query=3941at5204	ubiquitin activating enzyme
4013at5204	Fragmented	NODE_11497_length_1057_cov_48.224490	177	1021	+	391.1	208	https://www.orthodb.org/v10?query=4013at5204	Protein HIR
4024at5204	Fragmented	NODE_3975_length_2684_cov_30.671653	378	2681	-	950.0	559	https://www.orthodb.org/v10?query=4024at5204	26S proteasome regulatory subunit RPN1
4061at5204	Fragmented	NODE_14841_length_790_cov_37.967742	53	598	-	258.1	152	https://www.orthodb.org/v10?query=4061at5204	KEN domain
4088at5204	Missing
4116at5204	Complete	NODE_1295_length_5493_cov_28.719719	953	4967	-	966.3	684	https://www.orthodb.org/v10?query=4116at5204	inositol polyphosphate phosphatase
4128at5204	Complete	NODE_572_length_8038_cov_39.060043	2251	4966	-	879.3	606	https://www.orthodb.org/v10?query=4128at5204	Vacuolar protein sorting-associated protein 35
4157at5204	Complete	NODE_13_length_30395_cov_43.989313	26782	30394	-	1060.2	676	https://www.orthodb.org/v10?query=4157at5204	ISWI, HAND domain
4179at5204	Fragmented	NODE_5291_length_2157_cov_45.076442	84	1699	-	425.7	292	https://www.orthodb.org/v10?query=4179at5204	Sec1-like protein
4188at5204	Missing
4205at5204	Complete	NODE_545_length_8224_cov_44.400516	5311	8215	-	841.6	600	https://www.orthodb.org/v10?query=4205at5204	Phosphatidylinositol 3-/4-kinase, catalytic domain
4262at5204	Fragmented	NODE_7887_length_1535_cov_46.270233	465	1494	-	305.8	180	https://www.orthodb.org/v10?query=4262at5204	Pleckstrin homology domain
4324at5204	Fragmented	NODE_6817_length_1756_cov_45.450864	157	1750	+	640.7	388	https://www.orthodb.org/v10?query=4324at5204	Chromo domain
4343at5204	Complete	NODE_31_length_23091_cov_47.189754	13456	17681	+	1430.1	808	https://www.orthodb.org/v10?query=4343at5204	DNA polymerase
4390at5204	Missing
4394at5204	Fragmented	NODE_4307_length_2531_cov_22.685412	119	2530	-	535.8	429	https://www.orthodb.org/v10?query=4394at5204	transcription factor
4404at5204	Fragmented	NODE_1158_length_5855_cov_45.365871	2748	5852	+	826.2	659	https://www.orthodb.org/v10?query=4404at5204	WD40/YVTN repeat-like-containing domain superfamily
4419at5204	Complete	NODE_1941_length_4298_cov_43.867093	169	3906	-	1173.5	826	https://www.orthodb.org/v10?query=4419at5204	cytoskeleton assembly control protein
4420at5204	Missing
4429at5204	Complete	NODE_457_length_8841_cov_41.928571	1012	4411	-	1034.0	639	https://www.orthodb.org/v10?query=4429at5204	glycosyltransferase family 20 protein
4444at5204	Missing
4458at5204	Complete	NODE_3791_length_2775_cov_49.097850	221	2766	+	1011.3	637	https://www.orthodb.org/v10?query=4458at5204	FACT complex subunit SPT16
4496at5204	Fragmented	NODE_5057_length_2237_cov_41.573611	805	2226	-	352.0	289	https://www.orthodb.org/v10?query=4496at5204	Protein CFT1
4497at5204	Missing
4535at5204	Missing
4554at5204	Fragmented	NODE_3908_length_2718_cov_34.444150	992	2708	+	455.4	376	https://www.orthodb.org/v10?query=4554at5204	onanonoxo-7-onima-8-eninoihtemlysoneda
4576at5204	Complete	NODE_2121_length_4068_cov_41.398146	74	3308	-	803.5	571	https://www.orthodb.org/v10?query=4576at5204	Cystathionine beta-lyase
4596at5204	Fragmented	NODE_2632_length_3553_cov_27.857020	1436	3550	+	337.7	478	https://www.orthodb.org/v10?query=4596at5204	Armadillo-type fold
4605at5204	Fragmented	NODE_3634_length_2851_cov_42.181687	56	2843	-	621.2	639	https://www.orthodb.org/v10?query=4605at5204	Nrap protein
4662at5204	Fragmented	NODE_797_length_6954_cov_45.574669	4407	6953	+	872.7	643	https://www.orthodb.org/v10?query=4662at5204	ribosome biogenesis protein BMS1
4735at5204	Missing
4741at5204	Fragmented	NODE_1673_length_4709_cov_44.705959	3055	4679	-	544.3	375	https://www.orthodb.org/v10?query=4741at5204	Calcium-transporting ATPase
4762at5204	Complete	NODE_1151_length_5871_cov_44.581291	635	4788	+	1226.9	763	https://www.orthodb.org/v10?query=4762at5204	Chromo domain
4769at5204	Complete	NODE_1913_length_4347_cov_46.909133	30	4227	-	1099.0	798	https://www.orthodb.org/v10?query=4769at5204	multidrug efflux transporter AcrB transmembrane domain-containing protein
4778at5204	Complete	NODE_1446_length_5120_cov_29.882015	1	3242	+	495.4	484	https://www.orthodb.org/v10?query=4778at5204	SNF2-related, N-terminal domain
4781at5204	Complete	NODE_141_length_13692_cov_48.306867	7477	11299	+	742.6	560	https://www.orthodb.org/v10?query=4781at5204	ATPase, AAA-type, conserved site
4814at5204	Complete	NODE_401_length_9315_cov_24.491448	2473	6546	+	696.6	699	https://www.orthodb.org/v10?query=4814at5204	timeless-domain-containing protein
4854at5204	Missing
4871at5204	Fragmented	NODE_252_length_11176_cov_45.601496	69	2790	+	470.5	475	https://www.orthodb.org/v10?query=4871at5204	CAP Gly-rich domain
4928at5204	Fragmented	NODE_1672_length_4709_cov_45.717832	1	3466	-	1252.9	737	https://www.orthodb.org/v10?query=4928at5204	Sec63-domain-containing protein
4991at5204	Fragmented	NODE_1021_length_6242_cov_26.488647	3006	6101	+	433.2	402	https://www.orthodb.org/v10?query=4991at5204	Dipeptidylpeptidase IV, N-terminal domain
5048at5204	Missing
5054at5204	Fragmented	NODE_1848_length_4448_cov_45.676047	1640	4446	+	263.9	397	https://www.orthodb.org/v10?query=5054at5204	Nucleoporin, Nup133/Nup155-like, C-terminal
5072at5204	Complete	NODE_149_length_13418_cov_44.049472	3497	7902	-	787.6	735	https://www.orthodb.org/v10?query=5072at5204	Ubiquitin conjugation factor E4
5080at5204	Fragmented	NODE_1489_length_5051_cov_46.537394	3035	4995	+	740.5	451	https://www.orthodb.org/v10?query=5080at5204	Importin subunit beta-1
5109at5204	Fragmented	NODE_4267_length_2550_cov_28.346947	993	2170	+	308.4	200	https://www.orthodb.org/v10?query=5109at5204	Phosphatidylethanolamine N-methyltransferase
5116at5204	Complete	NODE_2361_length_3818_cov_44.560545	228	3815	+	950.2	532	https://www.orthodb.org/v10?query=5116at5204	P-loop containing nucleoside triphosphate hydrolase protein
5128at5204	Complete	NODE_116_length_14487_cov_45.237058	374	5281	+	893.7	995	https://www.orthodb.org/v10?query=5128at5204	TRAPP III complex, Trs85
5158at5204	Fragmented	NODE_785_length_7006_cov_47.202915	4975	6765	-	763.9	398	https://www.orthodb.org/v10?query=5158at5204	Hydroxymethylglutaryl-CoA reductase, class I/II
5196at5204	Missing
5198at5204	Complete	NODE_181_length_12328_cov_44.693168	2813	6393	-	954.5	760	https://www.orthodb.org/v10?query=5198at5204	vacuolar membrane protein
5207at5204	Complete	NODE_176_length_12504_cov_45.083528	5694	9173	+	1179.2	659	https://www.orthodb.org/v10?query=5207at5204	Gelsolin-like domain
5260at5204	Missing
5285at5204	Missing
5293at5204	Fragmented	NODE_8351_length_1456_cov_44.881073	136	1429	+	574.7	325	https://www.orthodb.org/v10?query=5293at5204	V-type proton ATPase subunit a
5337at5204	Missing
5390at5204	Complete	NODE_31_length_23091_cov_47.189754	271	7732	-	1183.6	636	https://www.orthodb.org/v10?query=5390at5204	AAA ATPase
5391at5204	Complete	NODE_1158_length_5855_cov_45.365871	2	2176	-	723.5	423	https://www.orthodb.org/v10?query=5391at5204	threonine-tRNA ligase
5447at5204	Complete	NODE_2125_length_4065_cov_44.187312	115	3843	-	861.6	693	https://www.orthodb.org/v10?query=5447at5204	isoleucyl-tRNA synthetase
5462at5204	Fragmented	NODE_8265_length_1468_cov_43.206326	55	1427	+	364.2	254	https://www.orthodb.org/v10?query=5462at5204	WD40-repeat-containing domain
5562at5204	Complete	NODE_36_length_21099_cov_45.909476	16140	18631	-	985.9	616	https://www.orthodb.org/v10?query=5562at5204	cobalamin-independent methionine synthase
5602at5204	Complete	NODE_2279_length_3915_cov_26.854872	814	3785	+	1103.5	572	https://www.orthodb.org/v10?query=5602at5204	DNA helicase
5622at5204	Missing
5648at5204	Complete	NODE_268_length_10940_cov_45.486514	6051	10309	+	477.1	515	https://www.orthodb.org/v10?query=5648at5204	Symplekin
5696at5204	Duplicated	NODE_3046_length_3223_cov_26.043547	5	3168	-	614.5	483	https://www.orthodb.org/v10?query=5696at5204	AP-3 complex subunit delta
5696at5204	Duplicated	NODE_3057_length_3218_cov_27.365489	5	3163	-	616.7	499	https://www.orthodb.org/v10?query=5696at5204	AP-3 complex subunit delta
5789at5204	Fragmented	NODE_2630_length_3556_cov_42.714861	175	1255	+	232.7	261	https://www.orthodb.org/v10?query=5789at5204	Nuclear pore protein
5850at5204	Complete	NODE_1498_length_5043_cov_43.162706	382	3828	-	860.0	650	https://www.orthodb.org/v10?query=5850at5204	exocyst complex component Sec10
5875at5204	Missing
5879at5204	Complete	NODE_3412_length_2986_cov_40.735648	14	2442	-	530.4	467	https://www.orthodb.org/v10?query=5879at5204	actin-like ATPase domain-containing protein
5943at5204	Complete	NODE_86_length_15658_cov_44.829600	2257	5943	+	370.4	292	https://www.orthodb.org/v10?query=5943at5204	Zn(2)-C6 fungal-type DNA-binding domain
5948at5204	Complete	NODE_3_length_57643_cov_44.441736	53602	56266	-	918.9	537	https://www.orthodb.org/v10?query=5948at5204	DNA replication licensing factor MCM7
6059at5204	Fragmented	NODE_5642_length_2050_cov_38.033452	1	1605	-	509.1	332	https://www.orthodb.org/v10?query=6059at5204	Urease
6100at5204	Complete	NODE_179_length_12388_cov_43.650800	8037	12341	+	910.6	538	https://www.orthodb.org/v10?query=6100at5204	glycosyltransferase family 39 protein
6132at5204	Complete	NODE_1955_length_4284_cov_48.317328	2	2187	-	584.7	511	https://www.orthodb.org/v10?query=6132at5204	transcription initiation factor TFIID subunit 1
6217at5204	Complete	NODE_309_length_10292_cov_24.355066	7344	10210	-	676.7	607	https://www.orthodb.org/v10?query=6217at5204	Sec23/Sec24, helical domain
6239at5204	Complete	NODE_1655_length_4731_cov_41.174474	14	3983	-	751.7	482	https://www.orthodb.org/v10?query=6239at5204	Eukaryotic translation initiation factor 3 subunit B
6240at5204	Missing
6331at5204	Complete	NODE_3459_length_2958_cov_48.872961	73	2955	-	541.4	432	https://www.orthodb.org/v10?query=6331at5204	Hormone-sensitive lipase
6435at5204	Missing
6443at5204	Fragmented	NODE_6275_length_1883_cov_41.307309	30	1879	+	405.3	326	https://www.orthodb.org/v10?query=6443at5204	RIC1-domain-containing protein
6476at5204	Missing
6538at5204	Complete	NODE_2674_length_3508_cov_23.426406	243	2698	-	480.8	435	https://www.orthodb.org/v10?query=6538at5204	P-loop containing nucleoside triphosphate hydrolase protein
6568at5204	Missing
6633at5204	Fragmented	NODE_2149_length_4040_cov_30.830684	461	4036	-	446.9	321	https://www.orthodb.org/v10?query=6633at5204	WD40-repeat-containing domain
6649at5204	Fragmented	NODE_1972_length_4243_cov_47.914306	4	1856	-	704.6	366	https://www.orthodb.org/v10?query=6649at5204	glycoside hydrolase family 13 protein
6733at5204	Complete	NODE_4341_length_2521_cov_43.204992	1	2420	+	821.2	530	https://www.orthodb.org/v10?query=6733at5204	saccharopine dehydrogenase
6769at5204	Complete	NODE_3218_length_3102_cov_33.226116	881	3100	+	772.9	566	https://www.orthodb.org/v10?query=6769at5204	exocyst complex component Sec6
6834at5204	Missing
6925at5204	Complete	NODE_902_length_6619_cov_47.090492	3312	5656	-	510.2	481	https://www.orthodb.org/v10?query=6925at5204	para-aminobenzoic acid synthetase
6958at5204	Complete	NODE_4601_length_2407_cov_44.251931	0	2302	-	888.5	526	https://www.orthodb.org/v10?query=6958at5204	Ras GTPase-activating protein
6970at5204	Fragmented	NODE_12442_length_971_cov_41.005593	2	970	-	378.7	231	https://www.orthodb.org/v10?query=6970at5204	importin beta-2 subunit
6977at5204	Complete	NODE_1212_length_5719_cov_33.040588	1411	5361	-	1300.5	742	https://www.orthodb.org/v10?query=6977at5204	Protein kinase C
6998at5204	Complete	NODE_223_length_11626_cov_44.948654	7481	10608	+	619.6	601	https://www.orthodb.org/v10?query=6998at5204	General vesicular transport factor p115
7077at5204	Fragmented	NODE_4846_length_2312_cov_46.182103	234	2301	-	386.3	281	https://www.orthodb.org/v10?query=7077at5204	Vacuolar membrane-associated protein IML1
7081at5204	Complete	NODE_131_length_14051_cov_38.593674	8030	10621	-	1077.4	572	https://www.orthodb.org/v10?query=7081at5204	Glycogen 
7099at5204	Complete	NODE_376_length_9538_cov_46.044604	2580	7487	+	1332.2	871	https://www.orthodb.org/v10?query=7099at5204	DIS3-like exonuclease 2
