# BUSCO version is: 5.2.2 
# The lineage dataset is: basidiomycota_odb10 (Creation date: 2020-09-10, number of genomes: 133, number of BUSCOs: 1764)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
501at5204	Complete	NBAZ01000002.1	305718	312495	+	471.8	732	https://www.orthodb.org/v10?query=501at5204	Nuclear pore complex protein Nup205
529at5204	Complete	NBAZ01000002.1	2703635	2709590	+	2651.8	1404	https://www.orthodb.org/v10?query=529at5204	Clathrin heavy chain
543at5204	Complete	NBAZ01000014.1	139860	146297	-	711.6	796	https://www.orthodb.org/v10?query=543at5204	Helicase sen1
593at5204	Complete	NBAZ01000001.1	240132	246065	-	2585.8	1489	https://www.orthodb.org/v10?query=593at5204	DNA-directed RNA polymerase subunit
610at5204	Fragmented	NBAZ01000006.1	10	2337	+	404.3	468	https://www.orthodb.org/v10?query=610at5204	Pentafunctional AROM polypeptide
615at5204	Complete	NBAZ01000010.1	984725	991102	-	1801.6	1173	https://www.orthodb.org/v10?query=615at5204	Sec7, C-terminal
646at5204	Complete	NBAZ01000010.1	932406	938437	+	1068.5	919	https://www.orthodb.org/v10?query=646at5204	Ras GTPase-activating protein
685at5204	Complete	NBAZ01000001.1	404730	410476	+	1279.9	1084	https://www.orthodb.org/v10?query=685at5204	ubiquitin-protein ligase
793at5204	Complete	NBAZ01000013.1	483024	489086	+	1047.2	707	https://www.orthodb.org/v10?query=793at5204	Phospholipase
817at5204	Complete	NBAZ01000010.1	1227977	1233106	-	1919.3	1128	https://www.orthodb.org/v10?query=817at5204	DNA-directed RNA polymerase subunit
838at5204	Complete	NBAZ01000018.1	275792	282861	+	2844.4	1635	https://www.orthodb.org/v10?query=838at5204	Acetyl-CoA carboxylase
845at5204	Complete	NBAZ01000002.1	789400	797052	+	1012.6	1557	https://www.orthodb.org/v10?query=845at5204	U3 small nucleolar RNA-associated protein 10
859at5204	Complete	NBAZ01000004.1	631333	636282	-	1151.7	820	https://www.orthodb.org/v10?query=859at5204	WD40-repeat-containing domain
877at5204	Complete	NBAZ01000010.1	846225	850716	-	1589.7	1041	https://www.orthodb.org/v10?query=877at5204	L-aminoadipate-semialdehyde dehydrogenase
972at5204	Complete	NBAZ01000010.1	1176708	1182708	-	1762.9	1185	https://www.orthodb.org/v10?query=972at5204	Kinesin-like protein
981at5204	Complete	NBAZ01000005.1	899723	905779	-	697.8	848	https://www.orthodb.org/v10?query=981at5204	metal ion binding oxidoreductase
1027at5204	Complete	NBAZ01000002.1	1024876	1031246	+	577.8	450	https://www.orthodb.org/v10?query=1027at5204	anaphase promoting complex subunit 1
1065at5204	Complete	NBAZ01000013.1	280734	286389	-	843.1	741	https://www.orthodb.org/v10?query=1065at5204	Rapamycin-insensitive companion of mTOR, domain 4
1108at5204	Complete	NBAZ01000003.1	1039451	1046106	-	1628.7	996	https://www.orthodb.org/v10?query=1108at5204	Phosphoribosylformylglycinamidine synthase
1165at5204	Complete	NBAZ01000001.1	3062571	3068902	+	1419.7	1053	https://www.orthodb.org/v10?query=1165at5204	transcription initiation factor TFIID subunit 2
1231at5204	Complete	NBAZ01000001.1	1728774	1741140	+	818.3	642	https://www.orthodb.org/v10?query=1231at5204	P-loop containing nucleoside triphosphate hydrolase protein
1257at5204	Complete	NBAZ01000001.1	2664613	2668980	-	1516.3	858	https://www.orthodb.org/v10?query=1257at5204	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
1264at5204	Complete	NBAZ01000013.1	521450	527804	+	613.2	823	https://www.orthodb.org/v10?query=1264at5204	Serine/threonine-protein kinase
1341at5204	Complete	NBAZ01000008.1	898318	903361	-	812.8	912	https://www.orthodb.org/v10?query=1341at5204	Transcription elongation factor Spt6
1398at5204	Complete	NBAZ01000002.1	2594355	2599085	-	1350.8	818	https://www.orthodb.org/v10?query=1398at5204	Nitrite/Sulfite reductase ferredoxin-like domain
1399at5204	Complete	NBAZ01000001.1	1952527	1956827	-	992.2	802	https://www.orthodb.org/v10?query=1399at5204	kinase
1489at5204	Complete	NBAZ01000002.1	1707774	1715970	+	1042.6	945	https://www.orthodb.org/v10?query=1489at5204	START domain
1528at5204	Complete	NBAZ01000009.1	324614	328947	+	1629.4	919	https://www.orthodb.org/v10?query=1528at5204	Coatomer subunit alpha
1532at5204	Complete	NBAZ01000004.1	1689492	1695381	-	1639.5	1135	https://www.orthodb.org/v10?query=1532at5204	DNA-directed RNA polymerase subunit
1534at5204	Complete	NBAZ01000007.1	456550	460990	-	973.2	795	https://www.orthodb.org/v10?query=1534at5204	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
1604at5204	Complete	NBAZ01000009.1	833150	838300	-	1007.4	723	https://www.orthodb.org/v10?query=1604at5204	Condensin complex subunit 1
1620at5204	Complete	NBAZ01000003.1	1788639	1793829	+	886.5	917	https://www.orthodb.org/v10?query=1620at5204	Tetratricopeptide repeat
1657at5204	Complete	NBAZ01000003.1	1829458	1833308	+	1190.7	730	https://www.orthodb.org/v10?query=1657at5204	glycoside hydrolase family 63 protein
1675at5204	Complete	NBAZ01000023.1	135179	139519	+	1217.2	756	https://www.orthodb.org/v10?query=1675at5204	Cation-transporting ATPase
1685at5204	Complete	NBAZ01000008.1	139197	144803	-	1726.2	1346	https://www.orthodb.org/v10?query=1685at5204	myosin 5
1705at5204	Complete	NBAZ01000010.1	485721	490257	-	1824.5	918	https://www.orthodb.org/v10?query=1705at5204	ATP-citrate synthase
1742at5204	Complete	NBAZ01000001.1	3119445	3126318	-	1192.1	1142	https://www.orthodb.org/v10?query=1742at5204	Dopey, N-terminal
1752at5204	Complete	NBAZ01000011.1	875148	879546	-	619.0	566	https://www.orthodb.org/v10?query=1752at5204	Ankyrin repeat-containing domain
1814at5204	Complete	NBAZ01000001.1	3384199	3388880	+	1364.9	770	https://www.orthodb.org/v10?query=1814at5204	glycosyltransferase family 2 protein
1857at5204	Complete	NBAZ01000017.1	336820	340697	+	1218.2	762	https://www.orthodb.org/v10?query=1857at5204	valine-tRNA ligase
1870at5204	Complete	NBAZ01000001.1	2182676	2187593	+	859.6	838	https://www.orthodb.org/v10?query=1870at5204	nucleoporin
1877at5204	Complete	NBAZ01000002.1	494607	498682	-	1535.5	913	https://www.orthodb.org/v10?query=1877at5204	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
1922at5204	Complete	NBAZ01000017.1	286783	294825	+	1390.1	1121	https://www.orthodb.org/v10?query=1922at5204	high-affinity cell membrane calcium channel
1994at5204	Complete	NBAZ01000005.1	653961	660718	+	909.3	767	https://www.orthodb.org/v10?query=1994at5204	Exportin-T
2004at5204	Complete	NBAZ01000007.1	1528316	1533755	+	1181.5	974	https://www.orthodb.org/v10?query=2004at5204	Sec7 domain
2040at5204	Complete	NBAZ01000001.1	2482066	2492888	-	1147.6	994	https://www.orthodb.org/v10?query=2040at5204	nucleic acid-binding protein
2043at5204	Complete	NBAZ01000001.1	2495145	2499737	-	719.7	631	https://www.orthodb.org/v10?query=2043at5204	exocyst complex component sec8
2050at5204	Complete	NBAZ01000004.1	1616884	1621212	-	1649.2	940	https://www.orthodb.org/v10?query=2050at5204	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
2069at5204	Complete	NBAZ01000002.1	1572104	1578125	-	1154.4	918	https://www.orthodb.org/v10?query=2069at5204	P-loop containing nucleoside triphosphate hydrolase protein
2136at5204	Complete	NBAZ01000002.1	2149506	2154940	-	1929.7	1209	https://www.orthodb.org/v10?query=2136at5204	Glycogen debranching enzyme
2147at5204	Complete	NBAZ01000001.1	1941540	1948885	+	351.5	591	https://www.orthodb.org/v10?query=2147at5204	Tfc3, extended winged-helix domain
2157at5204	Complete	NBAZ01000001.1	1331971	1336399	+	1038.6	963	https://www.orthodb.org/v10?query=2157at5204	Nucleoporin Pom152
2214at5204	Complete	NBAZ01000001.1	1617558	1628946	+	1167.9	672	https://www.orthodb.org/v10?query=2214at5204	ATP-dependent RNA helicase Ski2, C-terminal
2273at5204	Complete	NBAZ01000003.1	478656	482324	+	1679.1	934	https://www.orthodb.org/v10?query=2273at5204	carbamoyl-phosphate synthase
2279at5204	Complete	NBAZ01000003.1	1115416	1119995	+	1589.4	899	https://www.orthodb.org/v10?query=2279at5204	isoleucine-tRNA ligase
2286at5204	Complete	NBAZ01000007.1	600461	605011	-	909.8	981	https://www.orthodb.org/v10?query=2286at5204	TRAPP II complex, Trs120
2321at5204	Complete	NBAZ01000002.1	488424	492067	-	1362.7	850	https://www.orthodb.org/v10?query=2321at5204	leucine-tRNA ligase
2413at5204	Complete	NBAZ01000007.1	1406200	1413100	-	911.2	755	https://www.orthodb.org/v10?query=2413at5204	Autophagy-related protein 2
2449at5204	Fragmented	NBAZ01000014.1	607424	610896	+	983.2	600	https://www.orthodb.org/v10?query=2449at5204	2-oxoglutarate dehydrogenase E1 component
2471at5204	Complete	NBAZ01000002.1	178119	182541	+	1250.9	945	https://www.orthodb.org/v10?query=2471at5204	DNA-directed RNA polymerase
2498at5204	Complete	NBAZ01000018.1	301840	313616	+	1243.0	1021	https://www.orthodb.org/v10?query=2498at5204	HECT domain
2508at5204	Complete	NBAZ01000010.1	923418	926428	+	368.5	532	https://www.orthodb.org/v10?query=2508at5204	GPI inositol-deacylase
2566at5204	Complete	NBAZ01000001.1	1571611	1577061	+	1187.9	861	https://www.orthodb.org/v10?query=2566at5204	Lysophospholipase NTE1
2590at5204	Duplicated	NBAZ01000026.1	10591	13682	-	1354.1	764	https://www.orthodb.org/v10?query=2590at5204	Formate-tetrahydrofolate ligase, FTHFS
2590at5204	Duplicated	NBAZ01000053.1	17140	20338	+	1356.9	765	https://www.orthodb.org/v10?query=2590at5204	Formate-tetrahydrofolate ligase, FTHFS
2709at5204	Complete	NBAZ01000009.1	886377	891178	-	1208.8	1045	https://www.orthodb.org/v10?query=2709at5204	Structural maintenance of chromosomes protein
2720at5204	Complete	NBAZ01000007.1	1075169	1081101	+	850.2	694	https://www.orthodb.org/v10?query=2720at5204	RuvA domain 2-like
2753at5204	Complete	NBAZ01000004.1	1221967	1225187	+	528.9	532	https://www.orthodb.org/v10?query=2753at5204	WD40-repeat-containing domain
2758at5204	Complete	NBAZ01000007.1	636375	640339	+	1581.1	899	https://www.orthodb.org/v10?query=2758at5204	Exportin-1
2842at5204	Complete	NBAZ01000013.1	239312	243985	+	264.6	269	https://www.orthodb.org/v10?query=2842at5204	ras GEF
2846at5204	Complete	NBAZ01000003.1	683823	687600	-	705.7	610	https://www.orthodb.org/v10?query=2846at5204	Elongator complex protein 1
2855at5204	Complete	NBAZ01000002.1	448926	453382	+	1340.2	807	https://www.orthodb.org/v10?query=2855at5204	Phospholipid-transporting ATPase
2877at5204	Complete	NBAZ01000008.1	1040473	1044921	-	1475.6	872	https://www.orthodb.org/v10?query=2877at5204	ubiquitin carboxyl-terminal hydrolase 5
2914at5204	Complete	NBAZ01000002.1	2618784	2625635	+	1822.4	964	https://www.orthodb.org/v10?query=2914at5204	Pyruvate carboxylase
2963at5204	Complete	NBAZ01000001.1	787981	791480	+	932.9	603	https://www.orthodb.org/v10?query=2963at5204	K Homology domain, type 1
3010at5204	Complete	NBAZ01000001.1	2501411	2505473	-	661.0	604	https://www.orthodb.org/v10?query=3010at5204	SNF2-related, N-terminal domain
3036at5204	Complete	NBAZ01000012.1	35009	38706	+	1248.8	762	https://www.orthodb.org/v10?query=3036at5204	Alanine--tRNA ligase
3055at5204	Complete	NBAZ01000018.1	446389	449994	+	1044.8	786	https://www.orthodb.org/v10?query=3055at5204	importin beta-4 subunit
3142at5204	Complete	NBAZ01000006.1	82513	86107	+	1317.0	780	https://www.orthodb.org/v10?query=3142at5204	antiviral helicase
3148at5204	Complete	NBAZ01000003.1	1352856	1357097	+	1735.8	1044	https://www.orthodb.org/v10?query=3148at5204	Pre-mRNA-splicing factor RSE1
3198at5204	Complete	NBAZ01000025.1	106647	112169	-	978.8	1013	https://www.orthodb.org/v10?query=3198at5204	SH3 domain
3208at5204	Complete	NBAZ01000007.1	766758	770400	+	1348.9	784	https://www.orthodb.org/v10?query=3208at5204	Calcium-transporting ATPase
3234at5204	Complete	NBAZ01000014.1	135087	139639	+	1176.3	990	https://www.orthodb.org/v10?query=3234at5204	P-loop containing nucleoside triphosphate hydrolase protein
3271at5204	Complete	NBAZ01000010.1	950654	954335	+	637.0	559	https://www.orthodb.org/v10?query=3271at5204	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
3336at5204	Fragmented	NBAZ01000002.1	2373122	2379849	+	1137.7	678	https://www.orthodb.org/v10?query=3336at5204	splicing factor 3B subunit 1
3379at5204	Complete	NBAZ01000025.1	60068	64478	+	606.6	611	https://www.orthodb.org/v10?query=3379at5204	aromatic acid exporter
3391at5204	Complete	NBAZ01000020.1	121362	126005	+	902.2	632	https://www.orthodb.org/v10?query=3391at5204	rho GTPase activator
3406at5204	Complete	NBAZ01000004.1	1546183	1555206	+	378.4	244	https://www.orthodb.org/v10?query=3406at5204	LNS2-domain-containing protein
3473at5204	Complete	NBAZ01000010.1	616719	621181	+	652.1	613	https://www.orthodb.org/v10?query=3473at5204	cohesin-associated protein Pds5
3485at5204	Complete	NBAZ01000004.1	199587	202230	-	653.5	476	https://www.orthodb.org/v10?query=3485at5204	Multisite-specific tRNA
3559at5204	Complete	NBAZ01000013.1	469208	472887	+	1158.7	771	https://www.orthodb.org/v10?query=3559at5204	RNA cytidine acetyltransferase
3581at5204	Duplicated	NBAZ01000014.1	591	5439	-	809.3	664	https://www.orthodb.org/v10?query=3581at5204	kinase-like protein
3581at5204	Duplicated	NBAZ01000032.1	39377	44163	+	818.5	638	https://www.orthodb.org/v10?query=3581at5204	kinase-like protein
3619at5204	Complete	NBAZ01000012.1	30621	34274	+	562.2	676	https://www.orthodb.org/v10?query=3619at5204	Tetratricopeptide repeat
3649at5204	Complete	NBAZ01000013.1	193458	197315	-	1170.4	743	https://www.orthodb.org/v10?query=3649at5204	NAD-specific glutamate dehydrogenase
3666at5204	Complete	NBAZ01000002.1	2509172	2517778	-	1249.1	821	https://www.orthodb.org/v10?query=3666at5204	DNA polymerase
3706at5204	Complete	NBAZ01000007.1	1328378	1331834	-	798.4	715	https://www.orthodb.org/v10?query=3706at5204	Retinoic acid induced 16-like protein
3727at5204	Complete	NBAZ01000001.1	855371	866116	-	1038.9	847	https://www.orthodb.org/v10?query=3727at5204	tricalbin
3796at5204	Complete	NBAZ01000001.1	3524528	3528161	+	987.1	667	https://www.orthodb.org/v10?query=3796at5204	Coatomer subunit beta
3844at5204	Complete	NBAZ01000003.1	2299393	2304754	+	1241.6	744	https://www.orthodb.org/v10?query=3844at5204	Cation-transporting ATPase
3856at5204	Complete	NBAZ01000014.1	114736	119160	-	702.9	777	https://www.orthodb.org/v10?query=3856at5204	Tubulin-specific chaperone D
3877at5204	Complete	NBAZ01000014.1	532526	540747	+	954.3	673	https://www.orthodb.org/v10?query=3877at5204	P-loop containing nucleoside triphosphate hydrolase protein
3882at5204	Complete	NBAZ01000001.1	1399151	1404075	+	850.0	771	https://www.orthodb.org/v10?query=3882at5204	WD40/YVTN repeat-like-containing domain superfamily
3900at5204	Complete	NBAZ01000020.1	94658	98855	+	718.9	795	https://www.orthodb.org/v10?query=3900at5204	ARM repeat-containing protein
3941at5204	Complete	NBAZ01000004.1	926338	938370	-	1334.2	845	https://www.orthodb.org/v10?query=3941at5204	ubiquitin activating enzyme
4013at5204	Complete	NBAZ01000004.1	166619	169806	+	711.9	530	https://www.orthodb.org/v10?query=4013at5204	Protein HIR
4024at5204	Complete	NBAZ01000005.1	968299	971516	+	990.1	644	https://www.orthodb.org/v10?query=4024at5204	26S proteasome regulatory subunit RPN1
4061at5204	Complete	NBAZ01000006.1	657389	661783	-	491.7	338	https://www.orthodb.org/v10?query=4061at5204	KEN domain
4088at5204	Complete	NBAZ01000017.1	431473	435706	-	1267.6	1044	https://www.orthodb.org/v10?query=4088at5204	nuclear condensin complex protein
4116at5204	Complete	NBAZ01000004.1	1675311	1679401	+	1044.5	708	https://www.orthodb.org/v10?query=4116at5204	inositol polyphosphate phosphatase
4128at5204	Complete	NBAZ01000001.1	322144	325599	+	1099.3	690	https://www.orthodb.org/v10?query=4128at5204	Vacuolar protein sorting-associated protein 35
4157at5204	Fragmented	NBAZ01000001.1	3664530	3668868	+	743.9	577	https://www.orthodb.org/v10?query=4157at5204	ISWI, HAND domain
4179at5204	Complete	NBAZ01000040.1	89361	93863	+	623.1	447	https://www.orthodb.org/v10?query=4179at5204	Sec1-like protein
4188at5204	Missing
4205at5204	Complete	NBAZ01000007.1	563645	567415	-	1086.6	805	https://www.orthodb.org/v10?query=4205at5204	Phosphatidylinositol 3-/4-kinase, catalytic domain
4262at5204	Complete	NBAZ01000002.1	2685863	2690694	-	422.4	317	https://www.orthodb.org/v10?query=4262at5204	Pleckstrin homology domain
4324at5204	Complete	NBAZ01000003.1	1246049	1251264	+	1338.3	901	https://www.orthodb.org/v10?query=4324at5204	Chromo domain
4343at5204	Complete	NBAZ01000002.1	2560764	2564932	-	1448.7	780	https://www.orthodb.org/v10?query=4343at5204	DNA polymerase
4390at5204	Complete	NBAZ01000016.1	133822	136085	-	1116.7	574	https://www.orthodb.org/v10?query=4390at5204	Ribonucleoside-diphosphate reductase
4394at5204	Complete	NBAZ01000003.1	2231142	2235428	-	810.5	636	https://www.orthodb.org/v10?query=4394at5204	transcription factor
4404at5204	Complete	NBAZ01000003.1	1006330	1011275	-	738.4	778	https://www.orthodb.org/v10?query=4404at5204	WD40/YVTN repeat-like-containing domain superfamily
4419at5204	Complete	NBAZ01000001.1	2645668	2649384	+	1146.6	796	https://www.orthodb.org/v10?query=4419at5204	cytoskeleton assembly control protein
4420at5204	Complete	NBAZ01000001.1	2311651	2314946	-	1011.5	730	https://www.orthodb.org/v10?query=4420at5204	AP-2 complex subunit alpha
4429at5204	Complete	NBAZ01000009.1	773737	781907	-	961.5	650	https://www.orthodb.org/v10?query=4429at5204	glycosyltransferase family 20 protein
4444at5204	Complete	NBAZ01000004.1	1113479	1116867	+	797.3	680	https://www.orthodb.org/v10?query=4444at5204	WD40-repeat-containing domain
4458at5204	Complete	NBAZ01000008.1	1707	5732	-	1120.2	818	https://www.orthodb.org/v10?query=4458at5204	FACT complex subunit SPT16
4496at5204	Complete	NBAZ01000010.1	733989	739560	-	644.8	805	https://www.orthodb.org/v10?query=4496at5204	Protein CFT1
4497at5204	Complete	NBAZ01000001.1	1600340	1604533	+	725.9	619	https://www.orthodb.org/v10?query=4497at5204	Zinc finger, RING-type
4535at5204	Complete	NBAZ01000001.1	531767	536768	-	1397.3	835	https://www.orthodb.org/v10?query=4535at5204	SNF2-related, N-terminal domain
4554at5204	Complete	NBAZ01000005.1	98646	101098	-	631.6	530	https://www.orthodb.org/v10?query=4554at5204	onanonoxo-7-onima-8-eninoihtemlysoneda
4576at5204	Complete	NBAZ01000005.1	450453	453688	-	812.8	535	https://www.orthodb.org/v10?query=4576at5204	Cystathionine beta-lyase
4596at5204	Complete	NBAZ01000001.1	3582645	3586033	+	743.5	773	https://www.orthodb.org/v10?query=4596at5204	Armadillo-type fold
4605at5204	Complete	NBAZ01000023.1	215594	219666	-	603.5	745	https://www.orthodb.org/v10?query=4605at5204	Nrap protein
4662at5204	Complete	NBAZ01000014.1	598396	602057	+	1550.8	977	https://www.orthodb.org/v10?query=4662at5204	ribosome biogenesis protein BMS1
4735at5204	Missing
4741at5204	Complete	NBAZ01000003.1	1564971	1568975	+	818.3	590	https://www.orthodb.org/v10?query=4741at5204	Calcium-transporting ATPase
4762at5204	Complete	NBAZ01000003.1	2115168	2121380	+	1208.9	759	https://www.orthodb.org/v10?query=4762at5204	Chromo domain
4769at5204	Complete	NBAZ01000004.1	966450	970340	+	1092.0	786	https://www.orthodb.org/v10?query=4769at5204	multidrug efflux transporter AcrB transmembrane domain-containing protein
4778at5204	Complete	NBAZ01000025.1	123962	128683	-	561.2	541	https://www.orthodb.org/v10?query=4778at5204	SNF2-related, N-terminal domain
4781at5204	Complete	NBAZ01000008.1	260797	264409	-	774.2	654	https://www.orthodb.org/v10?query=4781at5204	ATPase, AAA-type, conserved site
4814at5204	Complete	NBAZ01000006.1	1104524	1108034	+	703.7	707	https://www.orthodb.org/v10?query=4814at5204	timeless-domain-containing protein
4854at5204	Complete	NBAZ01000001.1	1968889	1974158	-	1161.6	696	https://www.orthodb.org/v10?query=4854at5204	Sterol 3-beta-glucosyltransferase
4871at5204	Complete	NBAZ01000001.1	2768066	2772683	+	821.9	740	https://www.orthodb.org/v10?query=4871at5204	CAP Gly-rich domain
4928at5204	Missing
4991at5204	Complete	NBAZ01000002.1	1868468	1871791	-	569.7	546	https://www.orthodb.org/v10?query=4991at5204	Dipeptidylpeptidase IV, N-terminal domain
5048at5204	Complete	NBAZ01000022.1	101511	119778	-	602.8	490	https://www.orthodb.org/v10?query=5048at5204	Peroxisome biogenesis factor 1
5054at5204	Complete	NBAZ01000008.1	967161	971812	+	410.4	705	https://www.orthodb.org/v10?query=5054at5204	Nucleoporin, Nup133/Nup155-like, C-terminal
5072at5204	Complete	NBAZ01000014.1	263974	268139	-	932.0	747	https://www.orthodb.org/v10?query=5072at5204	Ubiquitin conjugation factor E4
5080at5204	Complete	NBAZ01000002.1	965760	968985	+	1090.8	715	https://www.orthodb.org/v10?query=5080at5204	Importin subunit beta-1
5109at5204	Complete	NBAZ01000002.1	1166718	1170400	+	692.1	630	https://www.orthodb.org/v10?query=5109at5204	Phosphatidylethanolamine N-methyltransferase
5116at5204	Complete	NBAZ01000004.1	1727807	1733756	+	866.7	504	https://www.orthodb.org/v10?query=5116at5204	P-loop containing nucleoside triphosphate hydrolase protein
5128at5204	Complete	NBAZ01000001.1	2012592	2017608	-	834.6	942	https://www.orthodb.org/v10?query=5128at5204	TRAPP III complex, Trs85
5158at5204	Complete	NBAZ01000010.1	906375	910537	-	913.2	571	https://www.orthodb.org/v10?query=5158at5204	Hydroxymethylglutaryl-CoA reductase, class I/II
5196at5204	Complete	NBAZ01000003.1	1993119	1996326	+	844.2	613	https://www.orthodb.org/v10?query=5196at5204	Chloride channel protein
5198at5204	Complete	NBAZ01000008.1	452401	455953	-	757.9	669	https://www.orthodb.org/v10?query=5198at5204	vacuolar membrane protein
5207at5204	Complete	NBAZ01000009.1	479652	483144	-	1141.6	678	https://www.orthodb.org/v10?query=5207at5204	Gelsolin-like domain
5260at5204	Missing
5285at5204	Complete	NBAZ01000013.1	635365	639433	-	540.2	695	https://www.orthodb.org/v10?query=5285at5204	Prp24, RNA recognition motif1
5293at5204	Complete	NBAZ01000007.1	71768	74734	-	827.2	531	https://www.orthodb.org/v10?query=5293at5204	V-type proton ATPase subunit a
5337at5204	Complete	NBAZ01000007.1	1502540	1505813	+	907.7	633	https://www.orthodb.org/v10?query=5337at5204	spliceosome complex protein
5390at5204	Complete	NBAZ01000002.1	2531741	2539732	-	1196.7	634	https://www.orthodb.org/v10?query=5390at5204	AAA ATPase
5391at5204	Complete	NBAZ01000003.1	1011734	1014556	+	882.0	536	https://www.orthodb.org/v10?query=5391at5204	threonine-tRNA ligase
5447at5204	Complete	NBAZ01000010.1	855918	875310	+	746.8	597	https://www.orthodb.org/v10?query=5447at5204	isoleucyl-tRNA synthetase
5462at5204	Complete	NBAZ01000008.1	1076744	1084125	-	840.3	649	https://www.orthodb.org/v10?query=5462at5204	WD40-repeat-containing domain
5562at5204	Complete	NBAZ01000004.1	694527	697126	-	914.0	530	https://www.orthodb.org/v10?query=5562at5204	cobalamin-independent methionine synthase
5602at5204	Complete	NBAZ01000008.1	1408314	1411399	-	1114.5	564	https://www.orthodb.org/v10?query=5602at5204	DNA helicase
5622at5204	Complete	NBAZ01000001.1	1556761	1562437	-	1221.8	756	https://www.orthodb.org/v10?query=5622at5204	Coatomer subunit gamma
5648at5204	Complete	NBAZ01000020.1	105314	113322	+	410.9	559	https://www.orthodb.org/v10?query=5648at5204	Symplekin
5696at5204	Complete	NBAZ01000001.1	3464166	3467384	+	588.1	468	https://www.orthodb.org/v10?query=5696at5204	AP-3 complex subunit delta
5789at5204	Complete	NBAZ01000001.1	765292	768359	+	615.1	597	https://www.orthodb.org/v10?query=5789at5204	Nuclear pore protein
5850at5204	Complete	NBAZ01000004.1	1700993	1704467	+	942.2	683	https://www.orthodb.org/v10?query=5850at5204	exocyst complex component Sec10
5875at5204	Missing
5879at5204	Complete	NBAZ01000002.1	1247061	1249992	+	588.3	581	https://www.orthodb.org/v10?query=5879at5204	actin-like ATPase domain-containing protein
