# BUSCO version is: 5.2.2 
# The lineage dataset is: basidiomycota_odb10 (Creation date: 2020-09-10, number of genomes: 133, number of BUSCOs: 1764)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1399at5204	Complete	NBAY01000104.1	31751	36357	-	1143.5	862	https://www.orthodb.org/v10?query=1399at5204	kinase
1489at5204	Complete	NBAY01000042.1	264686	273583	-	1036.7	930	https://www.orthodb.org/v10?query=1489at5204	START domain
1528at5204	Complete	NBAY01000052.1	98411	102747	+	1659.9	956	https://www.orthodb.org/v10?query=1528at5204	Coatomer subunit alpha
1532at5204	Complete	NBAY01000018.1	400323	407808	-	1547.8	1047	https://www.orthodb.org/v10?query=1532at5204	DNA-directed RNA polymerase subunit
1534at5204	Duplicated	NBAY01000027.1	37464	41812	-	913.7	814	https://www.orthodb.org/v10?query=1534at5204	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
1534at5204	Duplicated	NBAY01000172.1	20468	24464	-	856.7	752	https://www.orthodb.org/v10?query=1534at5204	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
1604at5204	Complete	NBAY01000028.1	327410	332523	-	1219.4	817	https://www.orthodb.org/v10?query=1604at5204	Condensin complex subunit 1
1620at5204	Complete	NBAY01000001.1	557589	562830	-	1129.1	1038	https://www.orthodb.org/v10?query=1620at5204	Tetratricopeptide repeat
1657at5204	Complete	NBAY01000011.1	19196	23147	-	1422.3	778	https://www.orthodb.org/v10?query=1657at5204	glycoside hydrolase family 63 protein
1675at5204	Complete	NBAY01000071.1	193542	197791	-	1406.7	845	https://www.orthodb.org/v10?query=1675at5204	Cation-transporting ATPase
1685at5204	Complete	NBAY01000003.1	1469918	1475528	-	1912.3	1316	https://www.orthodb.org/v10?query=1685at5204	myosin 5
1705at5204	Complete	NBAY01000022.1	356006	360003	+	1795.9	921	https://www.orthodb.org/v10?query=1705at5204	ATP-citrate synthase
1742at5204	Complete	NBAY01000002.1	742512	749415	-	1008.3	1018	https://www.orthodb.org/v10?query=1742at5204	Dopey, N-terminal
1752at5204	Complete	NBAY01000019.1	474232	479093	+	619.8	591	https://www.orthodb.org/v10?query=1752at5204	Ankyrin repeat-containing domain
1814at5204	Complete	NBAY01000002.1	330935	335633	-	1385.2	773	https://www.orthodb.org/v10?query=1814at5204	glycosyltransferase family 2 protein
1857at5204	Complete	NBAY01000031.1	521420	524907	-	1300.8	763	https://www.orthodb.org/v10?query=1857at5204	valine-tRNA ligase
1870at5204	Complete	NBAY01000002.1	2618613	2623497	+	977.5	1012	https://www.orthodb.org/v10?query=1870at5204	nucleoporin
1877at5204	Complete	NBAY01000001.1	1819926	1824129	-	1607.3	910	https://www.orthodb.org/v10?query=1877at5204	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
1922at5204	Complete	NBAY01000080.1	29561	37343	+	1369.7	1119	https://www.orthodb.org/v10?query=1922at5204	high-affinity cell membrane calcium channel
1994at5204	Complete	NBAY01000009.1	823526	830712	-	933.9	862	https://www.orthodb.org/v10?query=1994at5204	Exportin-T
2004at5204	Complete	NBAY01000003.1	1203618	1209165	+	1203.6	984	https://www.orthodb.org/v10?query=2004at5204	Sec7 domain
2040at5204	Complete	NBAY01000002.1	1731171	1741894	+	1178.3	986	https://www.orthodb.org/v10?query=2040at5204	nucleic acid-binding protein
2043at5204	Complete	NBAY01000002.1	1603346	1607913	+	700.3	625	https://www.orthodb.org/v10?query=2043at5204	exocyst complex component sec8
2050at5204	Complete	NBAY01000008.1	57789	61890	-	1659.8	924	https://www.orthodb.org/v10?query=2050at5204	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
2069at5204	Fragmented	NBAY01000002.1	1575576	1579601	-	467.8	671	https://www.orthodb.org/v10?query=2069at5204	P-loop containing nucleoside triphosphate hydrolase protein
2136at5204	Complete	NBAY01000004.1	380959	386353	-	1854.2	1153	https://www.orthodb.org/v10?query=2136at5204	Glycogen debranching enzyme
2147at5204	Complete	NBAY01000104.1	20310	28025	+	455.8	654	https://www.orthodb.org/v10?query=2147at5204	Tfc3, extended winged-helix domain
2157at5204	Complete	NBAY01000016.1	166103	170592	-	1126.5	994	https://www.orthodb.org/v10?query=2157at5204	Nucleoporin Pom152
2214at5204	Duplicated	NBAY01000002.1	1880264	1889403	-	991.7	621	https://www.orthodb.org/v10?query=2214at5204	ATP-dependent RNA helicase Ski2, C-terminal
2214at5204	Duplicated	NBAY01000025.1	107852	116439	-	1044.8	703	https://www.orthodb.org/v10?query=2214at5204	ATP-dependent RNA helicase Ski2, C-terminal
2273at5204	Complete	NBAY01000033.1	195043	198809	-	1726.2	933	https://www.orthodb.org/v10?query=2273at5204	carbamoyl-phosphate synthase
2279at5204	Complete	NBAY01000011.1	453414	457273	-	1600.8	899	https://www.orthodb.org/v10?query=2279at5204	isoleucine-tRNA ligase
2286at5204	Complete	NBAY01000003.1	122010	126759	-	983.6	1028	https://www.orthodb.org/v10?query=2286at5204	TRAPP II complex, Trs120
2321at5204	Complete	NBAY01000001.1	1926951	1930638	-	1413.7	837	https://www.orthodb.org/v10?query=2321at5204	leucine-tRNA ligase
2413at5204	Complete	NBAY01000003.1	1061024	1068018	-	883.4	833	https://www.orthodb.org/v10?query=2413at5204	Autophagy-related protein 2
2449at5204	Complete	NBAY01000075.1	114772	118262	-	1485.5	818	https://www.orthodb.org/v10?query=2449at5204	2-oxoglutarate dehydrogenase E1 component
2471at5204	Complete	NBAY01000001.1	1488993	1492762	+	1077.4	702	https://www.orthodb.org/v10?query=2471at5204	DNA-directed RNA polymerase
2498at5204	Complete	NBAY01000059.1	255741	266888	-	1264.3	998	https://www.orthodb.org/v10?query=2498at5204	HECT domain
2508at5204	Complete	NBAY01000008.1	286927	290016	-	443.2	540	https://www.orthodb.org/v10?query=2508at5204	GPI inositol-deacylase
2566at5204	Complete	NBAY01000002.1	1932239	1937836	-	1012.7	812	https://www.orthodb.org/v10?query=2566at5204	Lysophospholipase NTE1
2590at5204	Complete	NBAY01000003.1	72363	75886	+	1342.2	768	https://www.orthodb.org/v10?query=2590at5204	Formate-tetrahydrofolate ligase, FTHFS
2709at5204	Complete	NBAY01000074.1	18637	23396	-	1018.7	1002	https://www.orthodb.org/v10?query=2709at5204	Structural maintenance of chromosomes protein
2720at5204	Complete	NBAY01000003.1	698104	704180	+	953.1	686	https://www.orthodb.org/v10?query=2720at5204	RuvA domain 2-like
2753at5204	Complete	NBAY01000008.1	192945	196154	-	495.6	489	https://www.orthodb.org/v10?query=2753at5204	WD40-repeat-containing domain
2758at5204	Complete	NBAY01000003.1	178500	182485	+	1565.5	906	https://www.orthodb.org/v10?query=2758at5204	Exportin-1
2842at5204	Duplicated	NBAY01000010.1	483179	487352	-	322.6	271	https://www.orthodb.org/v10?query=2842at5204	ras GEF
2842at5204	Duplicated	NBAY01000142.1	10808	14981	+	322.6	271	https://www.orthodb.org/v10?query=2842at5204	ras GEF
2846at5204	Complete	NBAY01000086.1	14266	19223	-	908.7	756	https://www.orthodb.org/v10?query=2846at5204	Elongator complex protein 1
2855at5204	Complete	NBAY01000001.1	1537952	1542216	-	1547.1	870	https://www.orthodb.org/v10?query=2855at5204	Phospholipid-transporting ATPase
2877at5204	Complete	NBAY01000006.1	373598	377912	-	1271.2	813	https://www.orthodb.org/v10?query=2877at5204	ubiquitin carboxyl-terminal hydrolase 5
2914at5204	Complete	NBAY01000004.1	949680	957997	-	1748.9	1054	https://www.orthodb.org/v10?query=2914at5204	Pyruvate carboxylase
2963at5204	Complete	NBAY01000005.1	389955	393292	+	939.4	605	https://www.orthodb.org/v10?query=2963at5204	K Homology domain, type 1
3010at5204	Complete	NBAY01000002.1	1597209	1601703	+	890.2	719	https://www.orthodb.org/v10?query=3010at5204	SNF2-related, N-terminal domain
3036at5204	Complete	NBAY01000007.1	889994	893408	+	1256.8	776	https://www.orthodb.org/v10?query=3036at5204	Alanine--tRNA ligase
3055at5204	Complete	NBAY01000138.1	44208	47820	+	1168.7	834	https://www.orthodb.org/v10?query=3055at5204	importin beta-4 subunit
3142at5204	Complete	NBAY01000020.1	379021	382699	+	1332.4	786	https://www.orthodb.org/v10?query=3142at5204	antiviral helicase
3148at5204	Complete	NBAY01000001.1	270911	276982	+	1676.4	1023	https://www.orthodb.org/v10?query=3148at5204	Pre-mRNA-splicing factor RSE1
3198at5204	Complete	NBAY01000011.1	612000	616567	+	991.7	1030	https://www.orthodb.org/v10?query=3198at5204	SH3 domain
3208at5204	Complete	NBAY01000003.1	353746	357224	-	1324.2	778	https://www.orthodb.org/v10?query=3208at5204	Calcium-transporting ATPase
3234at5204	Complete	NBAY01000012.1	148316	152848	+	1272.0	1004	https://www.orthodb.org/v10?query=3234at5204	P-loop containing nucleoside triphosphate hydrolase protein
3271at5204	Complete	NBAY01000008.1	329836	333394	+	959.2	688	https://www.orthodb.org/v10?query=3271at5204	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
3336at5204	Complete	NBAY01000004.1	490878	498434	+	1651.7	916	https://www.orthodb.org/v10?query=3336at5204	splicing factor 3B subunit 1
3379at5204	Complete	NBAY01000007.1	1053165	1057539	+	669.0	604	https://www.orthodb.org/v10?query=3379at5204	aromatic acid exporter
3391at5204	Complete	NBAY01000004.1	1261718	1266519	+	849.3	673	https://www.orthodb.org/v10?query=3391at5204	rho GTPase activator
3406at5204	Complete	NBAY01000008.1	67271	76590	+	395.3	215	https://www.orthodb.org/v10?query=3406at5204	LNS2-domain-containing protein
3473at5204	Complete	NBAY01000022.1	433481	450285	+	703.3	681	https://www.orthodb.org/v10?query=3473at5204	cohesin-associated protein Pds5
3485at5204	Complete	NBAY01000113.1	48255	50891	+	639.0	529	https://www.orthodb.org/v10?query=3485at5204	Multisite-specific tRNA
3559at5204	Complete	NBAY01000012.1	490930	494918	+	1199.2	742	https://www.orthodb.org/v10?query=3559at5204	RNA cytidine acetyltransferase
3581at5204	Complete	NBAY01000012.1	57551	62285	-	880.2	622	https://www.orthodb.org/v10?query=3581at5204	kinase-like protein
3619at5204	Complete	NBAY01000007.1	772373	776059	-	577.0	667	https://www.orthodb.org/v10?query=3619at5204	Tetratricopeptide repeat
3649at5204	Complete	NBAY01000010.1	504923	509083	-	1303.5	835	https://www.orthodb.org/v10?query=3649at5204	NAD-specific glutamate dehydrogenase
3666at5204	Complete	NBAY01000004.1	675936	681025	+	1243.7	802	https://www.orthodb.org/v10?query=3666at5204	DNA polymerase
3706at5204	Complete	NBAY01000003.1	986823	990390	-	930.7	774	https://www.orthodb.org/v10?query=3706at5204	Retinoic acid induced 16-like protein
3727at5204	Complete	NBAY01000005.1	500761	510634	+	1134.1	852	https://www.orthodb.org/v10?query=3727at5204	tricalbin
3796at5204	Complete	NBAY01000002.1	244002	247432	-	1029.9	691	https://www.orthodb.org/v10?query=3796at5204	Coatomer subunit beta
3844at5204	Complete	NBAY01000011.1	657935	663959	-	1233.3	765	https://www.orthodb.org/v10?query=3844at5204	Cation-transporting ATPase
3856at5204	Complete	NBAY01000012.1	199102	203171	-	684.1	751	https://www.orthodb.org/v10?query=3856at5204	Tubulin-specific chaperone D
3877at5204	Complete	NBAY01000062.1	132937	136793	+	1220.3	816	https://www.orthodb.org/v10?query=3877at5204	P-loop containing nucleoside triphosphate hydrolase protein
3882at5204	Complete	NBAY01000002.1	2127322	2132258	-	879.4	890	https://www.orthodb.org/v10?query=3882at5204	WD40/YVTN repeat-like-containing domain superfamily
3900at5204	Complete	NBAY01000004.1	1183700	1219194	+	599.1	763	https://www.orthodb.org/v10?query=3900at5204	ARM repeat-containing protein
3941at5204	Complete	NBAY01000018.1	234519	246068	+	1319.9	840	https://www.orthodb.org/v10?query=3941at5204	ubiquitin activating enzyme
4013at5204	Duplicated	NBAY01000079.1	147601	181841	+	734.2	528	https://www.orthodb.org/v10?query=4013at5204	Protein HIR
4013at5204	Duplicated	NBAY01000102.1	44762	59051	+	734.2	528	https://www.orthodb.org/v10?query=4013at5204	Protein HIR
4024at5204	Complete	NBAY01000051.1	278955	282180	-	1130.3	706	https://www.orthodb.org/v10?query=4024at5204	26S proteasome regulatory subunit RPN1
4061at5204	Complete	NBAY01000061.1	190807	194465	+	499.1	343	https://www.orthodb.org/v10?query=4061at5204	KEN domain
4088at5204	Complete	NBAY01000031.1	283426	287671	+	1283.5	1052	https://www.orthodb.org/v10?query=4088at5204	nuclear condensin complex protein
4116at5204	Complete	NBAY01000018.1	381412	385407	+	1013.8	724	https://www.orthodb.org/v10?query=4116at5204	inositol polyphosphate phosphatase
4128at5204	Complete	NBAY01000005.1	985892	989199	-	1132.0	699	https://www.orthodb.org/v10?query=4128at5204	Vacuolar protein sorting-associated protein 35
4157at5204	Duplicated	NBAY01000002.1	52157	56480	+	1006.5	723	https://www.orthodb.org/v10?query=4157at5204	ISWI, HAND domain
4157at5204	Duplicated	NBAY01000085.1	15103	18648	+	859.8	598	https://www.orthodb.org/v10?query=4157at5204	ISWI, HAND domain
4179at5204	Complete	NBAY01000010.1	220056	224568	-	629.2	449	https://www.orthodb.org/v10?query=4179at5204	Sec1-like protein
4188at5204	Complete	NBAY01000009.1	782026	789756	-	509.4	460	https://www.orthodb.org/v10?query=4188at5204	Mad3/Bub1 homology region 1
4205at5204	Complete	NBAY01000003.1	95438	99220	-	928.0	787	https://www.orthodb.org/v10?query=4205at5204	Phosphatidylinositol 3-/4-kinase, catalytic domain
4262at5204	Complete	NBAY01000004.1	909404	918347	+	514.6	371	https://www.orthodb.org/v10?query=4262at5204	Pleckstrin homology domain
4324at5204	Complete	NBAY01000011.1	125690	130909	+	1372.4	946	https://www.orthodb.org/v10?query=4324at5204	Chromo domain
4343at5204	Complete	NBAY01000004.1	767758	771936	+	1452.5	790	https://www.orthodb.org/v10?query=4343at5204	DNA polymerase
4390at5204	Complete	NBAY01000063.1	26182	29047	-	1332.1	674	https://www.orthodb.org/v10?query=4390at5204	Ribonucleoside-diphosphate reductase
4394at5204	Complete	NBAY01000011.1	192449	196379	-	794.2	645	https://www.orthodb.org/v10?query=4394at5204	transcription factor
4404at5204	Complete	NBAY01000011.1	316139	320597	-	1275.5	1078	https://www.orthodb.org/v10?query=4404at5204	WD40/YVTN repeat-like-containing domain superfamily
4419at5204	Complete	NBAY01000002.1	1408742	1412496	-	1188.5	823	https://www.orthodb.org/v10?query=4419at5204	cytoskeleton assembly control protein
4420at5204	Missing
4429at5204	Complete	NBAY01000028.1	280449	283145	+	1045.0	668	https://www.orthodb.org/v10?query=4429at5204	glycosyltransferase family 20 protein
4444at5204	Complete	NBAY01000013.1	362071	365482	+	954.4	676	https://www.orthodb.org/v10?query=4444at5204	WD40-repeat-containing domain
4458at5204	Complete	NBAY01000003.1	1235371	1241293	-	974.8	737	https://www.orthodb.org/v10?query=4458at5204	FACT complex subunit SPT16
4496at5204	Complete	NBAY01000022.1	268108	273788	+	661.8	792	https://www.orthodb.org/v10?query=4496at5204	Protein CFT1
4497at5204	Complete	NBAY01000002.1	1906866	1911034	-	725.9	628	https://www.orthodb.org/v10?query=4497at5204	Zinc finger, RING-type
4535at5204	Complete	NBAY01000005.1	777175	782229	+	1405.9	886	https://www.orthodb.org/v10?query=4535at5204	SNF2-related, N-terminal domain
4554at5204	Complete	NBAY01000091.1	19434	21961	-	654.4	541	https://www.orthodb.org/v10?query=4554at5204	onanonoxo-7-onima-8-eninoihtemlysoneda
4576at5204	Complete	NBAY01000009.1	530612	533846	-	849.0	576	https://www.orthodb.org/v10?query=4576at5204	Cystathionine beta-lyase
4596at5204	Complete	NBAY01000002.1	152885	156364	+	823.9	824	https://www.orthodb.org/v10?query=4596at5204	Armadillo-type fold
4605at5204	Complete	NBAY01000071.1	135276	139385	+	978.2	918	https://www.orthodb.org/v10?query=4605at5204	Nrap protein
4662at5204	Complete	NBAY01000075.1	123335	127065	-	1522.7	928	https://www.orthodb.org/v10?query=4662at5204	ribosome biogenesis protein BMS1
4735at5204	Complete	NBAY01000016.1	592569	601580	+	1073.8	775	https://www.orthodb.org/v10?query=4735at5204	P-loop containing nucleoside triphosphate hydrolase protein
4741at5204	Complete	NBAY01000015.1	471976	475506	+	1000.9	626	https://www.orthodb.org/v10?query=4741at5204	Calcium-transporting ATPase
4762at5204	Complete	NBAY01000001.1	1058572	1064592	+	1048.0	653	https://www.orthodb.org/v10?query=4762at5204	Chromo domain
4769at5204	Complete	NBAY01000013.1	222300	226724	+	1053.4	774	https://www.orthodb.org/v10?query=4769at5204	multidrug efflux transporter AcrB transmembrane domain-containing protein
4778at5204	Complete	NBAY01000011.1	586598	591338	+	547.4	521	https://www.orthodb.org/v10?query=4778at5204	SNF2-related, N-terminal domain
4781at5204	Complete	NBAY01000003.1	1653787	1657135	-	761.5	594	https://www.orthodb.org/v10?query=4781at5204	ATPase, AAA-type, conserved site
4814at5204	Complete	NBAY01000076.1	135567	139613	-	709.3	703	https://www.orthodb.org/v10?query=4814at5204	timeless-domain-containing protein
4854at5204	Complete	NBAY01000104.1	51542	61264	-	1170.8	720	https://www.orthodb.org/v10?query=4854at5204	Sterol 3-beta-glucosyltransferase
4871at5204	Complete	NBAY01000002.1	1204302	1208936	-	806.8	750	https://www.orthodb.org/v10?query=4871at5204	CAP Gly-rich domain
4928at5204	Complete	NBAY01000018.1	200185	205908	-	1393.6	1061	https://www.orthodb.org/v10?query=4928at5204	Sec63-domain-containing protein
4991at5204	Complete	NBAY01000047.1	56906	60355	+	662.8	541	https://www.orthodb.org/v10?query=4991at5204	Dipeptidylpeptidase IV, N-terminal domain
5048at5204	Complete	NBAY01000012.1	303880	315626	+	600.8	470	https://www.orthodb.org/v10?query=5048at5204	Peroxisome biogenesis factor 1
5054at5204	Complete	NBAY01000006.1	482850	487406	+	515.5	691	https://www.orthodb.org/v10?query=5054at5204	Nucleoporin, Nup133/Nup155-like, C-terminal
5072at5204	Complete	NBAY01000010.1	169140	173523	+	905.2	763	https://www.orthodb.org/v10?query=5072at5204	Ubiquitin conjugation factor E4
5080at5204	Complete	NBAY01000001.1	2256925	2260033	-	1036.7	708	https://www.orthodb.org/v10?query=5080at5204	Importin subunit beta-1
5109at5204	Complete	NBAY01000001.1	2492551	2496366	-	765.8	642	https://www.orthodb.org/v10?query=5109at5204	Phosphatidylethanolamine N-methyltransferase
5116at5204	Missing
5128at5204	Complete	NBAY01000002.1	2416543	2422634	-	871.4	925	https://www.orthodb.org/v10?query=5128at5204	TRAPP III complex, Trs85
5158at5204	Complete	NBAY01000057.1	258220	263358	+	923.6	601	https://www.orthodb.org/v10?query=5158at5204	Hydroxymethylglutaryl-CoA reductase, class I/II
5196at5204	Complete	NBAY01000001.1	746131	749249	-	819.2	584	https://www.orthodb.org/v10?query=5196at5204	Chloride channel protein
5198at5204	Complete	NBAY01000003.1	2019574	2023098	-	969.9	757	https://www.orthodb.org/v10?query=5198at5204	vacuolar membrane protein
5207at5204	Complete	NBAY01000028.1	445538	448980	-	1226.5	687	https://www.orthodb.org/v10?query=5207at5204	Gelsolin-like domain
5260at5204	Complete	NBAY01000036.1	256103	258585	-	482.7	391	https://www.orthodb.org/v10?query=5260at5204	DNA repair protein
5285at5204	Complete	NBAY01000012.1	770641	777860	-	572.3	683	https://www.orthodb.org/v10?query=5285at5204	Prp24, RNA recognition motif1
5293at5204	Duplicated	NBAY01000027.1	532998	535857	-	948.2	609	https://www.orthodb.org/v10?query=5293at5204	V-type proton ATPase subunit a
5293at5204	Duplicated	NBAY01000064.1	25993	28852	-	948.2	609	https://www.orthodb.org/v10?query=5293at5204	V-type proton ATPase subunit a
5337at5204	Complete	NBAY01000003.1	1176586	1179853	+	1056.5	711	https://www.orthodb.org/v10?query=5337at5204	spliceosome complex protein
5390at5204	Complete	NBAY01000004.1	745897	753328	-	1183.7	636	https://www.orthodb.org/v10?query=5390at5204	AAA ATPase
5391at5204	Complete	NBAY01000021.1	125216	128319	-	897.8	544	https://www.orthodb.org/v10?query=5391at5204	threonine-tRNA ligase
5447at5204	Missing
5462at5204	Complete	NBAY01000006.1	631665	669780	-	744.7	645	https://www.orthodb.org/v10?query=5462at5204	WD40-repeat-containing domain
5562at5204	Complete	NBAY01000018.1	3573	6250	-	1089.6	644	https://www.orthodb.org/v10?query=5562at5204	cobalamin-independent methionine synthase
5602at5204	Duplicated	NBAY01000006.1	1198495	1205907	-	1130.0	573	https://www.orthodb.org/v10?query=5602at5204	DNA helicase
5602at5204	Duplicated	NBAY01000030.1	35651	38201	-	983.2	522	https://www.orthodb.org/v10?query=5602at5204	DNA helicase
5622at5204	Complete	NBAY01000002.1	1953560	1959140	+	1177.2	725	https://www.orthodb.org/v10?query=5622at5204	Coatomer subunit gamma
5648at5204	Complete	NBAY01000004.1	1225382	1233253	+	318.3	476	https://www.orthodb.org/v10?query=5648at5204	Symplekin
