# BUSCO version is: 5.2.2 
# The lineage dataset is: basidiomycota_odb10 (Creation date: 2020-09-10, number of genomes: 133, number of BUSCOs: 1764)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
501at5204	Duplicated	NODE_527_length_36784_cov_7.932247	29260	36114	+	736.8	1093	https://www.orthodb.org/v10?query=501at5204	Nuclear pore complex protein Nup205
529at5204	Duplicated	NODE_292_length_52559_cov_7.896477	47076	52556	-	2595.2	1374	https://www.orthodb.org/v10?query=529at5204	Clathrin heavy chain
529at5204	Duplicated	NODE_56_length_103048_cov_34.712919	4004	9925	+	2698.8	1445	https://www.orthodb.org/v10?query=529at5204	Clathrin heavy chain
543at5204	Duplicated	NODE_15_length_161781_cov_36.724713	33116	39022	-	804.8	835	https://www.orthodb.org/v10?query=543at5204	Helicase sen1
543at5204	Duplicated	NODE_254_length_56383_cov_9.941853	20492	26404	+	806.2	840	https://www.orthodb.org/v10?query=543at5204	Helicase sen1
593at5204	Complete	NODE_929_length_22898_cov_9.821472	4670	11135	-	2598.0	1545	https://www.orthodb.org/v10?query=593at5204	DNA-directed RNA polymerase subunit
610at5204	Complete	NODE_791_length_26367_cov_35.209852	21892	26238	-	1445.2	1051	https://www.orthodb.org/v10?query=610at5204	Pentafunctional AROM polypeptide
615at5204	Duplicated	NODE_154_length_69668_cov_35.186533	36295	42908	+	1821.2	1230	https://www.orthodb.org/v10?query=615at5204	Sec7, C-terminal
615at5204	Duplicated	NODE_1709_length_10556_cov_8.629640	1745	8379	-	1939.1	1235	https://www.orthodb.org/v10?query=615at5204	Sec7, C-terminal
646at5204	Complete	NODE_80_length_90816_cov_37.041250	19914	26583	-	1535.3	1243	https://www.orthodb.org/v10?query=646at5204	Ras GTPase-activating protein
685at5204	Duplicated	NODE_13_length_162498_cov_39.119153	121263	126987	-	1568.7	1314	https://www.orthodb.org/v10?query=685at5204	ubiquitin-protein ligase
685at5204	Duplicated	NODE_775_length_27008_cov_9.262486	3457	9178	+	1518.3	1334	https://www.orthodb.org/v10?query=685at5204	ubiquitin-protein ligase
793at5204	Duplicated	NODE_921_length_22995_cov_33.816607	4777	11125	-	1109.1	739	https://www.orthodb.org/v10?query=793at5204	Phospholipase
793at5204	Duplicated	NODE_960_length_21962_cov_8.499383	11575	17762	+	1131.7	796	https://www.orthodb.org/v10?query=793at5204	Phospholipase
817at5204	Duplicated	NODE_1053_length_19775_cov_7.289746	3296	8467	+	1951.6	1108	https://www.orthodb.org/v10?query=817at5204	DNA-directed RNA polymerase subunit
817at5204	Duplicated	NODE_273_length_54661_cov_36.817657	8592	13760	+	1984.0	1144	https://www.orthodb.org/v10?query=817at5204	DNA-directed RNA polymerase subunit
838at5204	Duplicated	NODE_113_length_81654_cov_8.373102	7315	14419	+	2930.4	1684	https://www.orthodb.org/v10?query=838at5204	Acetyl-CoA carboxylase
838at5204	Duplicated	NODE_55_length_103599_cov_36.407759	11570	18671	+	2929.5	1675	https://www.orthodb.org/v10?query=838at5204	Acetyl-CoA carboxylase
845at5204	Duplicated	NODE_1215_length_16816_cov_8.255571	2460	10163	+	1063.8	1444	https://www.orthodb.org/v10?query=845at5204	U3 small nucleolar RNA-associated protein 10
845at5204	Duplicated	NODE_661_length_30937_cov_35.584251	4021	11706	+	950.0	1338	https://www.orthodb.org/v10?query=845at5204	U3 small nucleolar RNA-associated protein 10
859at5204	Duplicated	NODE_64_length_98982_cov_9.701946	14856	19868	-	1252.9	921	https://www.orthodb.org/v10?query=859at5204	WD40-repeat-containing domain
859at5204	Duplicated	NODE_7_length_185681_cov_39.260926	121570	126596	+	1260.1	972	https://www.orthodb.org/v10?query=859at5204	WD40-repeat-containing domain
877at5204	Duplicated	NODE_119_length_78392_cov_8.530978	35071	39652	-	1782.7	1126	https://www.orthodb.org/v10?query=877at5204	L-aminoadipate-semialdehyde dehydrogenase
877at5204	Duplicated	NODE_184_length_65098_cov_36.342782	20959	25544	+	1782.9	1131	https://www.orthodb.org/v10?query=877at5204	L-aminoadipate-semialdehyde dehydrogenase
972at5204	Duplicated	NODE_383_length_45264_cov_9.318255	12906	18764	+	1767.9	1185	https://www.orthodb.org/v10?query=972at5204	Kinesin-like protein
972at5204	Duplicated	NODE_719_length_29040_cov_37.084936	10688	16579	+	1765.8	1185	https://www.orthodb.org/v10?query=972at5204	Kinesin-like protein
981at5204	Duplicated	NODE_139_length_72803_cov_37.830377	0	5371	-	729.1	826	https://www.orthodb.org/v10?query=981at5204	metal ion binding oxidoreductase
981at5204	Duplicated	NODE_406_length_43919_cov_9.628712	0	5367	-	648.1	797	https://www.orthodb.org/v10?query=981at5204	metal ion binding oxidoreductase
1027at5204	Duplicated	NODE_195_length_63149_cov_8.538369	26900	33088	+	590.2	450	https://www.orthodb.org/v10?query=1027at5204	anaphase promoting complex subunit 1
1027at5204	Duplicated	NODE_3_length_202723_cov_36.049974	35750	41973	-	589.2	450	https://www.orthodb.org/v10?query=1027at5204	anaphase promoting complex subunit 1
1065at5204	Fragmented	NODE_2827_length_4310_cov_9.068037	1363	4309	-	723.1	493	https://www.orthodb.org/v10?query=1065at5204	Rapamycin-insensitive companion of mTOR, domain 4
1108at5204	Duplicated	NODE_16_length_158965_cov_8.874870	37086	43539	-	1642.1	1007	https://www.orthodb.org/v10?query=1108at5204	Phosphoribosylformylglycinamidine synthase
1108at5204	Duplicated	NODE_217_length_60492_cov_38.681387	36902	43487	-	1637.0	1007	https://www.orthodb.org/v10?query=1108at5204	Phosphoribosylformylglycinamidine synthase
1165at5204	Duplicated	NODE_10_length_170510_cov_36.526177	157587	163911	+	1384.7	1023	https://www.orthodb.org/v10?query=1165at5204	transcription initiation factor TFIID subunit 2
1165at5204	Duplicated	NODE_577_length_34445_cov_9.220292	21591	27919	+	1381.0	1048	https://www.orthodb.org/v10?query=1165at5204	transcription initiation factor TFIID subunit 2
1231at5204	Duplicated	NODE_133_length_74457_cov_38.061925	55666	66826	-	850.9	664	https://www.orthodb.org/v10?query=1231at5204	P-loop containing nucleoside triphosphate hydrolase protein
1231at5204	Duplicated	NODE_416_length_43245_cov_9.335480	6788	18700	+	910.9	665	https://www.orthodb.org/v10?query=1231at5204	P-loop containing nucleoside triphosphate hydrolase protein
1257at5204	Duplicated	NODE_1012_length_20674_cov_36.533913	6	3996	-	1685.1	934	https://www.orthodb.org/v10?query=1257at5204	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
1257at5204	Duplicated	NODE_1457_length_13419_cov_8.324839	9652	13418	+	1572.7	872	https://www.orthodb.org/v10?query=1257at5204	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
1264at5204	Duplicated	NODE_1016_length_20585_cov_8.938804	3331	9540	+	669.1	905	https://www.orthodb.org/v10?query=1264at5204	Serine/threonine-protein kinase
1264at5204	Duplicated	NODE_411_length_43670_cov_37.945198	34116	40328	-	702.0	937	https://www.orthodb.org/v10?query=1264at5204	Serine/threonine-protein kinase
1341at5204	Duplicated	NODE_1225_length_16585_cov_8.583354	6601	11513	+	1001.1	1027	https://www.orthodb.org/v10?query=1341at5204	Transcription elongation factor Spt6
1341at5204	Duplicated	NODE_1236_length_16414_cov_36.355879	6259	11193	+	981.3	1040	https://www.orthodb.org/v10?query=1341at5204	Transcription elongation factor Spt6
1398at5204	Duplicated	NODE_215_length_60722_cov_33.464911	47680	52488	-	1386.6	827	https://www.orthodb.org/v10?query=1398at5204	Nitrite/Sulfite reductase ferredoxin-like domain
1398at5204	Duplicated	NODE_328_length_49761_cov_9.172551	36822	41627	-	1386.1	835	https://www.orthodb.org/v10?query=1398at5204	Nitrite/Sulfite reductase ferredoxin-like domain
1399at5204	Duplicated	NODE_20_length_145439_cov_39.228237	78509	83026	-	1141.9	854	https://www.orthodb.org/v10?query=1399at5204	kinase
1399at5204	Duplicated	NODE_36_length_121582_cov_9.352797	17523	22044	+	1126.0	870	https://www.orthodb.org/v10?query=1399at5204	kinase
1489at5204	Duplicated	NODE_153_length_70680_cov_24.166948	139	8730	+	1035.4	896	https://www.orthodb.org/v10?query=1489at5204	START domain
1489at5204	Duplicated	NODE_218_length_60363_cov_8.578693	34229	43281	-	1066.7	910	https://www.orthodb.org/v10?query=1489at5204	START domain
1528at5204	Duplicated	NODE_310_length_51273_cov_8.563032	39752	44086	-	1587.9	928	https://www.orthodb.org/v10?query=1528at5204	Coatomer subunit alpha
1528at5204	Duplicated	NODE_315_length_50755_cov_35.135779	4574	8911	-	1659.9	968	https://www.orthodb.org/v10?query=1528at5204	Coatomer subunit alpha
1532at5204	Duplicated	NODE_86_length_88523_cov_9.122595	64048	71732	-	1655.4	1113	https://www.orthodb.org/v10?query=1532at5204	DNA-directed RNA polymerase subunit
1532at5204	Duplicated	NODE_96_length_86542_cov_37.547042	64011	71636	-	1651.8	1115	https://www.orthodb.org/v10?query=1532at5204	DNA-directed RNA polymerase subunit
1534at5204	Complete	NODE_14_length_162281_cov_36.382814	13904	17962	-	918.7	796	https://www.orthodb.org/v10?query=1534at5204	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
1604at5204	Duplicated	NODE_296_length_52468_cov_8.185200	22181	27318	+	1276.6	855	https://www.orthodb.org/v10?query=1604at5204	Condensin complex subunit 1
1604at5204	Duplicated	NODE_93_length_86981_cov_37.364011	51989	57126	+	1251.7	857	https://www.orthodb.org/v10?query=1604at5204	Condensin complex subunit 1
1620at5204	Duplicated	NODE_303_length_51978_cov_33.860658	30223	35577	-	1050.9	1109	https://www.orthodb.org/v10?query=1620at5204	Tetratricopeptide repeat
1620at5204	Duplicated	NODE_319_length_50206_cov_7.821979	19700	25021	+	1053.2	1067	https://www.orthodb.org/v10?query=1620at5204	Tetratricopeptide repeat
1657at5204	Duplicated	NODE_111_length_82990_cov_38.141510	31046	34967	-	1392.0	774	https://www.orthodb.org/v10?query=1657at5204	glycoside hydrolase family 63 protein
1657at5204	Duplicated	NODE_66_length_97227_cov_8.861843	68552	72471	+	1413.7	781	https://www.orthodb.org/v10?query=1657at5204	glycoside hydrolase family 63 protein
1675at5204	Duplicated	NODE_402_length_44149_cov_9.142539	904	3015	+	1139.4	671	https://www.orthodb.org/v10?query=1675at5204	Cation-transporting ATPase
1675at5204	Duplicated	NODE_765_length_27477_cov_42.482701	903	3024	+	1125.2	671	https://www.orthodb.org/v10?query=1675at5204	Cation-transporting ATPase
1685at5204	Duplicated	NODE_11_length_166562_cov_38.253002	25308	30972	+	1919.7	1337	https://www.orthodb.org/v10?query=1685at5204	myosin 5
1685at5204	Duplicated	NODE_31_length_128306_cov_9.456824	123487	128305	-	1696.0	1188	https://www.orthodb.org/v10?query=1685at5204	myosin 5
1705at5204	Complete	NODE_46_length_112512_cov_32.180940	73319	77390	-	1752.3	919	https://www.orthodb.org/v10?query=1705at5204	ATP-citrate synthase
1742at5204	Duplicated	NODE_10_length_170510_cov_36.526177	117792	124685	+	1232.5	1086	https://www.orthodb.org/v10?query=1742at5204	Dopey, N-terminal
1742at5204	Duplicated	NODE_187_length_64601_cov_9.159478	51409	58283	+	1363.7	1131	https://www.orthodb.org/v10?query=1742at5204	Dopey, N-terminal
1752at5204	Duplicated	NODE_401_length_44164_cov_35.153038	3783	8624	-	649.3	605	https://www.orthodb.org/v10?query=1752at5204	Ankyrin repeat-containing domain
1752at5204	Duplicated	NODE_78_length_91866_cov_8.851389	26119	30800	-	643.5	588	https://www.orthodb.org/v10?query=1752at5204	Ankyrin repeat-containing domain
1814at5204	Duplicated	NODE_1126_length_18619_cov_7.553554	14030	18602	-	1358.7	782	https://www.orthodb.org/v10?query=1814at5204	glycosyltransferase family 2 protein
1814at5204	Duplicated	NODE_208_length_61561_cov_33.617543	10867	15677	+	1376.0	768	https://www.orthodb.org/v10?query=1814at5204	glycosyltransferase family 2 protein
1857at5204	Duplicated	NODE_784_length_26643_cov_10.134119	21094	24992	+	1269.2	744	https://www.orthodb.org/v10?query=1857at5204	valine-tRNA ligase
1857at5204	Duplicated	NODE_845_length_24973_cov_32.251647	517	4411	-	1224.9	747	https://www.orthodb.org/v10?query=1857at5204	valine-tRNA ligase
1870at5204	Duplicated	NODE_172_length_66998_cov_9.628134	15690	20569	-	1042.6	977	https://www.orthodb.org/v10?query=1870at5204	nucleoporin
1870at5204	Duplicated	NODE_229_length_57840_cov_38.216055	7559	12368	-	893.9	857	https://www.orthodb.org/v10?query=1870at5204	nucleoporin
1877at5204	Duplicated	NODE_50_length_108179_cov_36.172171	83764	87853	+	1571.6	913	https://www.orthodb.org/v10?query=1877at5204	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
1877at5204	Duplicated	NODE_594_length_33940_cov_8.015000	15799	19896	+	1605.8	906	https://www.orthodb.org/v10?query=1877at5204	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
1922at5204	Duplicated	NODE_380_length_45674_cov_11.106915	38862	45671	+	1403.8	1053	https://www.orthodb.org/v10?query=1922at5204	high-affinity cell membrane calcium channel
1922at5204	Duplicated	NODE_926_length_22908_cov_33.859664	16102	22736	+	1312.7	1019	https://www.orthodb.org/v10?query=1922at5204	high-affinity cell membrane calcium channel
1994at5204	Complete	NODE_906_length_23435_cov_9.233410	6137	13476	+	952.1	863	https://www.orthodb.org/v10?query=1994at5204	Exportin-T
2004at5204	Duplicated	NODE_24_length_134656_cov_15.049056	66718	72133	+	1200.4	985	https://www.orthodb.org/v10?query=2004at5204	Sec7 domain
2004at5204	Duplicated	NODE_334_length_48937_cov_37.559804	9241	14746	+	1145.0	950	https://www.orthodb.org/v10?query=2004at5204	Sec7 domain
2040at5204	Duplicated	NODE_12_length_165105_cov_38.845959	48369	59713	+	1195.6	1025	https://www.orthodb.org/v10?query=2040at5204	nucleic acid-binding protein
2040at5204	Duplicated	NODE_27_length_131293_cov_9.652123	43735	55099	+	1187.5	1023	https://www.orthodb.org/v10?query=2040at5204	nucleic acid-binding protein
2043at5204	Duplicated	NODE_12_length_165105_cov_38.845959	41034	45610	+	679.1	625	https://www.orthodb.org/v10?query=2043at5204	exocyst complex component sec8
2043at5204	Duplicated	NODE_27_length_131293_cov_9.652123	37199	41247	+	636.3	638	https://www.orthodb.org/v10?query=2043at5204	exocyst complex component sec8
2050at5204	Complete	NODE_104_length_84328_cov_35.603589	47485	51610	+	1681.2	926	https://www.orthodb.org/v10?query=2050at5204	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
2069at5204	Fragmented	NODE_866_length_24480_cov_9.326394	513	3666	-	393.0	541	https://www.orthodb.org/v10?query=2069at5204	P-loop containing nucleoside triphosphate hydrolase protein
2136at5204	Duplicated	NODE_188_length_64449_cov_9.666703	56483	61925	-	1963.0	1202	https://www.orthodb.org/v10?query=2136at5204	Glycogen debranching enzyme
2136at5204	Duplicated	NODE_679_length_30308_cov_36.815818	22335	27762	-	1937.8	1213	https://www.orthodb.org/v10?query=2136at5204	Glycogen debranching enzyme
2147at5204	Duplicated	NODE_20_length_145439_cov_39.228237	67433	74959	+	462.3	618	https://www.orthodb.org/v10?query=2147at5204	Tfc3, extended winged-helix domain
2147at5204	Duplicated	NODE_36_length_121582_cov_9.352797	25652	33233	-	452.9	612	https://www.orthodb.org/v10?query=2147at5204	Tfc3, extended winged-helix domain
2157at5204	Duplicated	NODE_267_length_54984_cov_9.061231	25320	29812	-	1102.8	991	https://www.orthodb.org/v10?query=2157at5204	Nucleoporin Pom152
2157at5204	Duplicated	NODE_335_length_48866_cov_40.072209	25150	29697	-	1006.0	946	https://www.orthodb.org/v10?query=2157at5204	Nucleoporin Pom152
2214at5204	Duplicated	NODE_12_length_165105_cov_38.845959	142897	150877	-	1117.4	734	https://www.orthodb.org/v10?query=2214at5204	ATP-dependent RNA helicase Ski2, C-terminal
2214at5204	Duplicated	NODE_144_length_71722_cov_9.847470	56358	64301	+	1055.4	664	https://www.orthodb.org/v10?query=2214at5204	ATP-dependent RNA helicase Ski2, C-terminal
2273at5204	Duplicated	NODE_121_length_77935_cov_8.445316	3	3367	-	1689.1	864	https://www.orthodb.org/v10?query=2273at5204	carbamoyl-phosphate synthase
2273at5204	Duplicated	NODE_996_length_21030_cov_35.197871	151	3917	+	1773.5	934	https://www.orthodb.org/v10?query=2273at5204	carbamoyl-phosphate synthase
2279at5204	Duplicated	NODE_16_length_158965_cov_8.874870	105386	109294	-	1608.0	899	https://www.orthodb.org/v10?query=2279at5204	isoleucine-tRNA ligase
2279at5204	Duplicated	NODE_76_length_92415_cov_36.927874	83618	87522	+	1629.5	899	https://www.orthodb.org/v10?query=2279at5204	isoleucine-tRNA ligase
2286at5204	Duplicated	NODE_14_length_162281_cov_36.382814	141824	146381	-	885.1	993	https://www.orthodb.org/v10?query=2286at5204	TRAPP II complex, Trs120
2286at5204	Duplicated	NODE_312_length_51189_cov_9.445610	15889	20449	+	907.2	960	https://www.orthodb.org/v10?query=2286at5204	TRAPP II complex, Trs120
2321at5204	Duplicated	NODE_50_length_108179_cov_36.172171	92287	95938	+	1392.7	839	https://www.orthodb.org/v10?query=2321at5204	leucine-tRNA ligase
2321at5204	Duplicated	NODE_594_length_33940_cov_8.015000	23697	27446	+	1249.2	788	https://www.orthodb.org/v10?query=2321at5204	leucine-tRNA ligase
2413at5204	Duplicated	NODE_152_length_70806_cov_9.281794	19786	26764	-	930.2	804	https://www.orthodb.org/v10?query=2413at5204	Autophagy-related protein 2
2413at5204	Duplicated	NODE_759_length_27580_cov_35.015017	620	7607	+	926.2	785	https://www.orthodb.org/v10?query=2413at5204	Autophagy-related protein 2
2449at5204	Duplicated	NODE_342_length_48443_cov_12.039801	39901	43323	-	1496.0	818	https://www.orthodb.org/v10?query=2449at5204	2-oxoglutarate dehydrogenase E1 component
2449at5204	Duplicated	NODE_51_length_105460_cov_37.358090	58367	61786	-	1485.3	817	https://www.orthodb.org/v10?query=2449at5204	2-oxoglutarate dehydrogenase E1 component
2471at5204	Duplicated	NODE_1727_length_10337_cov_9.530358	5715	10336	-	1166.2	841	https://www.orthodb.org/v10?query=2471at5204	DNA-directed RNA polymerase
2471at5204	Duplicated	NODE_21_length_144995_cov_39.071654	94602	99281	+	1179.6	853	https://www.orthodb.org/v10?query=2471at5204	DNA-directed RNA polymerase
2498at5204	Duplicated	NODE_667_length_30745_cov_9.746699	9964	18534	+	1300.5	1024	https://www.orthodb.org/v10?query=2498at5204	HECT domain
2498at5204	Duplicated	NODE_947_length_22404_cov_36.633851	12811	21404	-	1302.7	1023	https://www.orthodb.org/v10?query=2498at5204	HECT domain
2508at5204	Duplicated	NODE_439_length_42065_cov_8.499309	31178	34366	+	514.2	557	https://www.orthodb.org/v10?query=2508at5204	GPI inositol-deacylase
2508at5204	Duplicated	NODE_80_length_90816_cov_37.041250	31372	34534	-	508.7	576	https://www.orthodb.org/v10?query=2508at5204	GPI inositol-deacylase
2566at5204	Duplicated	NODE_144_length_71722_cov_9.847470	15063	20543	+	1238.3	855	https://www.orthodb.org/v10?query=2566at5204	Lysophospholipase NTE1
2566at5204	Duplicated	NODE_384_length_45028_cov_40.563369	24432	29814	-	1238.6	860	https://www.orthodb.org/v10?query=2566at5204	Lysophospholipase NTE1
2590at5204	Duplicated	NODE_14_length_162281_cov_36.382814	83552	87048	-	1363.8	768	https://www.orthodb.org/v10?query=2590at5204	Formate-tetrahydrofolate ligase, FTHFS
2590at5204	Duplicated	NODE_2187_length_6939_cov_6.831973	2441	5842	+	1310.1	771	https://www.orthodb.org/v10?query=2590at5204	Formate-tetrahydrofolate ligase, FTHFS
2709at5204	Duplicated	NODE_1992_length_8197_cov_8.154310	2993	7821	-	1073.5	995	https://www.orthodb.org/v10?query=2709at5204	Structural maintenance of chromosomes protein
2709at5204	Duplicated	NODE_354_length_47655_cov_34.637437	31299	36130	-	1172.2	1011	https://www.orthodb.org/v10?query=2709at5204	Structural maintenance of chromosomes protein
2720at5204	Duplicated	NODE_1002_length_20855_cov_45.573491	1559	5288	-	926.6	672	https://www.orthodb.org/v10?query=2720at5204	RuvA domain 2-like
2720at5204	Duplicated	NODE_2030_length_7963_cov_8.650520	2795	6503	-	864.1	674	https://www.orthodb.org/v10?query=2720at5204	RuvA domain 2-like
2753at5204	Duplicated	NODE_403_length_44110_cov_9.659119	21304	24540	+	525.3	552	https://www.orthodb.org/v10?query=2753at5204	WD40-repeat-containing domain
2753at5204	Duplicated	NODE_45_length_112720_cov_39.899159	95622	98847	-	485.3	487	https://www.orthodb.org/v10?query=2753at5204	WD40-repeat-containing domain
2758at5204	Fragmented	NODE_1382_length_14229_cov_42.799180	11932	14228	+	1019.7	554	https://www.orthodb.org/v10?query=2758at5204	Exportin-1
2842at5204	Duplicated	NODE_321_length_49995_cov_8.515956	26217	30359	+	326.8	268	https://www.orthodb.org/v10?query=2842at5204	ras GEF
2842at5204	Duplicated	NODE_38_length_119178_cov_34.490256	52665	56809	+	312.6	282	https://www.orthodb.org/v10?query=2842at5204	ras GEF
2846at5204	Duplicated	NODE_1348_length_14729_cov_7.983146	8035	13119	+	856.0	753	https://www.orthodb.org/v10?query=2846at5204	Elongator complex protein 1
2846at5204	Duplicated	NODE_644_length_31637_cov_36.432319	1437	6501	-	877.1	758	https://www.orthodb.org/v10?query=2846at5204	Elongator complex protein 1
2855at5204	Duplicated	NODE_110_length_83055_cov_36.657222	24499	28121	-	1468.2	807	https://www.orthodb.org/v10?query=2855at5204	Phospholipid-transporting ATPase
2855at5204	Duplicated	NODE_1138_length_18460_cov_8.378903	11300	15605	+	1539.5	865	https://www.orthodb.org/v10?query=2855at5204	Phospholipid-transporting ATPase
