# BUSCO version is: 5.2.2 
# The lineage dataset is: basidiomycota_odb10 (Creation date: 2020-09-10, number of genomes: 133, number of BUSCOs: 1764)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1398at5204	Complete	CM008254.1	2776851	2781836	-	1396.6	838	https://www.orthodb.org/v10?query=1398at5204	Nitrite/Sulfite reductase ferredoxin-like domain
1399at5204	Complete	CM008252.1	2243111	2247659	-	1118.9	864	https://www.orthodb.org/v10?query=1399at5204	kinase
1489at5204	Complete	CM008254.1	1773395	1782502	+	1062.9	959	https://www.orthodb.org/v10?query=1489at5204	START domain
1528at5204	Complete	CM008260.1	1041972	1046312	+	1479.2	902	https://www.orthodb.org/v10?query=1528at5204	Coatomer subunit alpha
1532at5204	Complete	CM008253.1	2864806	2870717	-	1615.3	1114	https://www.orthodb.org/v10?query=1532at5204	DNA-directed RNA polymerase subunit
1534at5204	Complete	CM008251.1	1237576	1242059	+	968.8	800	https://www.orthodb.org/v10?query=1534at5204	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
1604at5204	Complete	CM008260.1	713848	718761	-	1350.6	858	https://www.orthodb.org/v10?query=1604at5204	Condensin complex subunit 1
1620at5204	Complete	CM008255.1	2003945	2009125	-	1009.1	936	https://www.orthodb.org/v10?query=1620at5204	Tetratricopeptide repeat
1657at5204	Complete	CM008255.1	1707675	1711580	-	1383.4	780	https://www.orthodb.org/v10?query=1657at5204	glycoside hydrolase family 63 protein
1675at5204	Complete	CM008256.1	528634	533661	-	1385.4	843	https://www.orthodb.org/v10?query=1675at5204	Cation-transporting ATPase
1685at5204	Complete	CM008251.1	1713469	1718297	+	1734.0	1228	https://www.orthodb.org/v10?query=1685at5204	myosin 5
1705at5204	Complete	CM008255.1	2286978	2290375	+	1734.9	881	https://www.orthodb.org/v10?query=1705at5204	ATP-citrate synthase
1742at5204	Complete	CM008252.1	3471103	3478006	-	1200.7	1083	https://www.orthodb.org/v10?query=1742at5204	Dopey, N-terminal
1752at5204	Complete	CM008254.1	467493	472294	-	625.1	591	https://www.orthodb.org/v10?query=1752at5204	Ankyrin repeat-containing domain
1814at5204	Complete	CM008252.1	3854227	3858915	+	1369.6	808	https://www.orthodb.org/v10?query=1814at5204	glycosyltransferase family 2 protein
1857at5204	Complete	CM008261.1	1064744	1068646	+	1285.2	765	https://www.orthodb.org/v10?query=1857at5204	valine-tRNA ligase
1870at5204	Complete	CM008252.1	2478547	2483446	+	1042.4	956	https://www.orthodb.org/v10?query=1870at5204	nucleoporin
1877at5204	Complete	CM008259.1	473106	477198	-	1611.4	921	https://www.orthodb.org/v10?query=1877at5204	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
1922at5204	Complete	CM008261.1	1011547	1021220	+	1462.9	1170	https://www.orthodb.org/v10?query=1922at5204	high-affinity cell membrane calcium channel
1994at5204	Complete	CM008258.1	117828	124664	-	883.9	774	https://www.orthodb.org/v10?query=1994at5204	Exportin-T
2004at5204	Complete	CM008251.1	1890074	1895549	-	1173.1	1026	https://www.orthodb.org/v10?query=2004at5204	Sec7 domain
2040at5204	Complete	CM008252.1	2778238	2788956	-	1117.2	1035	https://www.orthodb.org/v10?query=2040at5204	nucleic acid-binding protein
2043at5204	Complete	CM008252.1	2791751	2796199	-	731.3	633	https://www.orthodb.org/v10?query=2043at5204	exocyst complex component sec8
2050at5204	Complete	CM008253.1	2769491	2773754	-	1657.0	926	https://www.orthodb.org/v10?query=2050at5204	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
2069at5204	Complete	CM008254.1	1652319	1658388	-	1181.0	919	https://www.orthodb.org/v10?query=2069at5204	P-loop containing nucleoside triphosphate hydrolase protein
2136at5204	Complete	CM008254.1	2224759	2230198	+	1935.5	1212	https://www.orthodb.org/v10?query=2136at5204	Glycogen debranching enzyme
2147at5204	Complete	CM008252.1	2232291	2239468	+	460.4	642	https://www.orthodb.org/v10?query=2147at5204	Tfc3, extended winged-helix domain
2157at5204	Complete	CM008252.1	1611133	1615611	+	1100.4	991	https://www.orthodb.org/v10?query=2157at5204	Nucleoporin Pom152
2214at5204	Complete	CM008252.1	1902741	1907866	+	1167.6	682	https://www.orthodb.org/v10?query=2214at5204	ATP-dependent RNA helicase Ski2, C-terminal
2273at5204	Complete	CM008251.1	3955081	3958809	+	1735.1	934	https://www.orthodb.org/v10?query=2273at5204	carbamoyl-phosphate synthase
2279at5204	Complete	CM008255.1	1370044	1375222	+	1570.2	899	https://www.orthodb.org/v10?query=2279at5204	isoleucine-tRNA ligase
2286at5204	Complete	CM008251.1	1102220	1106899	+	911.4	1037	https://www.orthodb.org/v10?query=2286at5204	TRAPP II complex, Trs120
2321at5204	Complete	CM008259.1	465849	469593	-	1363.1	847	https://www.orthodb.org/v10?query=2321at5204	leucine-tRNA ligase
2413at5204	Complete	CM008251.1	2008408	2015297	+	910.0	905	https://www.orthodb.org/v10?query=2413at5204	Autophagy-related protein 2
2449at5204	Complete	CM008257.1	1647113	1650622	+	1511.6	815	https://www.orthodb.org/v10?query=2449at5204	2-oxoglutarate dehydrogenase E1 component
2471at5204	Complete	CM008259.1	150610	154994	-	1266.0	833	https://www.orthodb.org/v10?query=2471at5204	DNA-directed RNA polymerase
2498at5204	Complete	CM008254.1	3256727	3263179	+	1239.4	972	https://www.orthodb.org/v10?query=2498at5204	HECT domain
2508at5204	Complete	CM008253.1	632832	635946	+	468.8	476	https://www.orthodb.org/v10?query=2508at5204	GPI inositol-deacylase
2566at5204	Complete	CM008252.1	1854166	1859598	+	1227.3	858	https://www.orthodb.org/v10?query=2566at5204	Lysophospholipase NTE1
2590at5204	Complete	CM008254.1	75375	78564	+	1295.1	770	https://www.orthodb.org/v10?query=2590at5204	Formate-tetrahydrofolate ligase, FTHFS
2709at5204	Complete	CM008260.1	782713	787492	-	1076.9	1028	https://www.orthodb.org/v10?query=2709at5204	Structural maintenance of chromosomes protein
2720at5204	Complete	CM008251.1	2328929	2333724	-	868.9	679	https://www.orthodb.org/v10?query=2720at5204	RuvA domain 2-like
2753at5204	Complete	CM008253.1	2330094	2333335	+	538.0	544	https://www.orthodb.org/v10?query=2753at5204	WD40-repeat-containing domain
2758at5204	Complete	CM008251.1	1066598	1070564	-	1545.1	928	https://www.orthodb.org/v10?query=2758at5204	Exportin-1
2842at5204	Complete	CM008257.1	1098555	1103207	-	325.1	322	https://www.orthodb.org/v10?query=2842at5204	ras GEF
2846at5204	Complete	CM008251.1	891253	895991	+	946.6	749	https://www.orthodb.org/v10?query=2846at5204	Elongator complex protein 1
2855at5204	Complete	CM008259.1	427626	432046	+	1445.7	858	https://www.orthodb.org/v10?query=2855at5204	Phospholipid-transporting ATPase
2877at5204	Complete	CM008251.1	3115971	3120299	-	1343.5	856	https://www.orthodb.org/v10?query=2877at5204	ubiquitin carboxyl-terminal hydrolase 5
2914at5204	Complete	CM008254.1	2808016	2815036	+	1878.4	1004	https://www.orthodb.org/v10?query=2914at5204	Pyruvate carboxylase
2963at5204	Complete	CM008252.1	1044173	1047700	+	919.6	607	https://www.orthodb.org/v10?query=2963at5204	K Homology domain, type 1
3010at5204	Complete	CM008252.1	2797903	2802314	-	913.7	728	https://www.orthodb.org/v10?query=3010at5204	SNF2-related, N-terminal domain
3036at5204	Complete	CM008255.1	271153	274882	-	1161.6	772	https://www.orthodb.org/v10?query=3036at5204	Alanine--tRNA ligase
3055at5204	Duplicated	CM008253.1	3561260	3564494	+	1021.6	778	https://www.orthodb.org/v10?query=3055at5204	importin beta-4 subunit
3055at5204	Duplicated	CM008254.1	3394635	3398283	+	1119.0	837	https://www.orthodb.org/v10?query=3055at5204	importin beta-4 subunit
3142at5204	Complete	CM008256.1	1880592	1884320	-	1232.1	798	https://www.orthodb.org/v10?query=3142at5204	antiviral helicase
3148at5204	Complete	CM008253.1	184396	190289	-	1687.7	978	https://www.orthodb.org/v10?query=3148at5204	Pre-mRNA-splicing factor RSE1
3198at5204	Complete	CM008255.1	1047324	1052850	+	995.0	1014	https://www.orthodb.org/v10?query=3198at5204	SH3 domain
3208at5204	Complete	CM008251.1	4187136	4190770	+	1272.1	746	https://www.orthodb.org/v10?query=3208at5204	Calcium-transporting ATPase
3234at5204	Complete	CM008257.1	1339576	1344109	-	1387.4	1063	https://www.orthodb.org/v10?query=3234at5204	P-loop containing nucleoside triphosphate hydrolase protein
3271at5204	Complete	CM008253.1	667477	671135	+	1011.9	675	https://www.orthodb.org/v10?query=3271at5204	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
3336at5204	Complete	CM008254.1	2489371	2496123	+	1417.6	824	https://www.orthodb.org/v10?query=3336at5204	splicing factor 3B subunit 1
3379at5204	Complete	CM008255.1	87924	92359	-	664.5	597	https://www.orthodb.org/v10?query=3379at5204	aromatic acid exporter
3391at5204	Complete	CM008254.1	1264824	1270237	+	772.5	603	https://www.orthodb.org/v10?query=3391at5204	rho GTPase activator
3406at5204	Complete	CM008253.1	2692086	2695683	+	395.2	236	https://www.orthodb.org/v10?query=3406at5204	LNS2-domain-containing protein
3473at5204	Complete	CM008253.1	309094	313890	+	602.2	617	https://www.orthodb.org/v10?query=3473at5204	cohesin-associated protein Pds5
3485at5204	Complete	CM008253.1	1299123	1301790	-	666.5	516	https://www.orthodb.org/v10?query=3485at5204	Multisite-specific tRNA
3559at5204	Complete	CM008257.1	848929	852678	-	1127.1	763	https://www.orthodb.org/v10?query=3559at5204	RNA cytidine acetyltransferase
3581at5204	Complete	CM008257.1	476028	480905	-	788.8	597	https://www.orthodb.org/v10?query=3581at5204	kinase-like protein
3619at5204	Complete	CM008255.1	275460	278979	-	452.9	609	https://www.orthodb.org/v10?query=3619at5204	Tetratricopeptide repeat
3649at5204	Complete	CM008257.1	1144157	1147997	+	1344.1	824	https://www.orthodb.org/v10?query=3649at5204	NAD-specific glutamate dehydrogenase
3666at5204	Complete	CM008254.1	2672783	2680892	-	1246.7	823	https://www.orthodb.org/v10?query=3666at5204	DNA polymerase
3706at5204	Complete	CM008251.1	2088150	2091617	+	914.1	788	https://www.orthodb.org/v10?query=3706at5204	Retinoic acid induced 16-like protein
3727at5204	Complete	CM008252.1	1124902	1135772	-	1110.7	868	https://www.orthodb.org/v10?query=3727at5204	tricalbin
3796at5204	Complete	CM008252.1	3986664	3990324	+	1251.6	768	https://www.orthodb.org/v10?query=3796at5204	Coatomer subunit beta
3844at5204	Complete	CM008255.1	1094850	1100224	-	1203.2	704	https://www.orthodb.org/v10?query=3844at5204	Cation-transporting ATPase
3856at5204	Complete	CM008257.1	1279127	1283636	-	751.6	777	https://www.orthodb.org/v10?query=3856at5204	Tubulin-specific chaperone D
3877at5204	Complete	CM008257.1	1578773	1585572	+	1135.9	767	https://www.orthodb.org/v10?query=3877at5204	P-loop containing nucleoside triphosphate hydrolase protein
3882at5204	Complete	CM008252.1	1678243	1683204	+	834.8	785	https://www.orthodb.org/v10?query=3882at5204	WD40/YVTN repeat-like-containing domain superfamily
3900at5204	Complete	CM008254.1	1233195	1237538	+	700.6	804	https://www.orthodb.org/v10?query=3900at5204	ARM repeat-containing protein
3941at5204	Complete	CM008253.1	2043000	2049647	-	1384.8	830	https://www.orthodb.org/v10?query=3941at5204	ubiquitin activating enzyme
4013at5204	Complete	CM008253.1	1265840	1269117	+	747.2	549	https://www.orthodb.org/v10?query=4013at5204	Protein HIR
4024at5204	Complete	CM008258.1	591040	594269	+	1125.0	690	https://www.orthodb.org/v10?query=4024at5204	26S proteasome regulatory subunit RPN1
4061at5204	Complete	CM008256.1	1216903	1221271	+	494.2	328	https://www.orthodb.org/v10?query=4061at5204	KEN domain
4088at5204	Complete	CM008261.1	1159316	1163454	-	1289.3	1070	https://www.orthodb.org/v10?query=4088at5204	nuclear condensin complex protein
4116at5204	Complete	CM008253.1	2850451	2854517	+	984.1	715	https://www.orthodb.org/v10?query=4116at5204	inositol polyphosphate phosphatase
4128at5204	Complete	CM008252.1	581809	585490	+	1098.3	675	https://www.orthodb.org/v10?query=4128at5204	Vacuolar protein sorting-associated protein 35
4157at5204	Complete	CM008252.1	4137111	4141440	+	919.7	632	https://www.orthodb.org/v10?query=4157at5204	ISWI, HAND domain
4179at5204	Complete	CM008257.1	1174486	1179198	+	618.6	439	https://www.orthodb.org/v10?query=4179at5204	Sec1-like protein
4188at5204	Missing
4205at5204	Complete	CM008251.1	1129619	1133343	+	1101.2	788	https://www.orthodb.org/v10?query=4205at5204	Phosphatidylinositol 3-/4-kinase, catalytic domain
4262at5204	Complete	CM008254.1	2871242	2876049	-	501.4	355	https://www.orthodb.org/v10?query=4262at5204	Pleckstrin homology domain
4324at5204	Complete	CM008255.1	1503206	1508487	+	1401.3	963	https://www.orthodb.org/v10?query=4324at5204	Chromo domain
4343at5204	Complete	CM008254.1	2742300	2746436	-	1440.3	786	https://www.orthodb.org/v10?query=4343at5204	DNA polymerase
4390at5204	Complete	CM008257.1	2350164	2353031	-	1320.1	675	https://www.orthodb.org/v10?query=4390at5204	Ribonucleoside-diphosphate reductase
4394at5204	Complete	CM008255.1	1162271	1166182	+	786.3	612	https://www.orthodb.org/v10?query=4394at5204	transcription factor
4404at5204	Complete	CM008255.1	1254838	1259812	-	1286.7	1077	https://www.orthodb.org/v10?query=4404at5204	WD40/YVTN repeat-like-containing domain superfamily
4419at5204	Complete	CM008252.1	2944447	2948372	+	1168.9	819	https://www.orthodb.org/v10?query=4419at5204	cytoskeleton assembly control protein
4420at5204	Complete	CM008252.1	2607522	2610837	-	1088.4	731	https://www.orthodb.org/v10?query=4420at5204	AP-2 complex subunit alpha
4429at5204	Complete	CM008260.1	627437	630514	-	953.8	650	https://www.orthodb.org/v10?query=4429at5204	glycosyltransferase family 20 protein
4444at5204	Complete	CM008253.1	2222814	2226228	+	941.4	686	https://www.orthodb.org/v10?query=4444at5204	WD40-repeat-containing domain
4458at5204	Complete	CM008251.1	1844727	1848770	+	1135.0	807	https://www.orthodb.org/v10?query=4458at5204	FACT complex subunit SPT16
4496at5204	Complete	CM008253.1	452132	457711	-	771.2	779	https://www.orthodb.org/v10?query=4496at5204	Protein CFT1
4497at5204	Complete	CM008252.1	1887952	1892119	+	593.6	550	https://www.orthodb.org/v10?query=4497at5204	Zinc finger, RING-type
4535at5204	Complete	CM008252.1	788821	793834	-	1175.3	783	https://www.orthodb.org/v10?query=4535at5204	SNF2-related, N-terminal domain
4554at5204	Complete	CM008258.1	1827350	1829950	+	684.2	558	https://www.orthodb.org/v10?query=4554at5204	onanonoxo-7-onima-8-eninoihtemlysoneda
4576at5204	Complete	CM008258.1	1336011	1338984	+	739.4	521	https://www.orthodb.org/v10?query=4576at5204	Cystathionine beta-lyase
4596at5204	Complete	CM008252.1	4062882	4066374	+	780.8	846	https://www.orthodb.org/v10?query=4596at5204	Armadillo-type fold
4605at5204	Complete	CM008256.1	451612	455923	+	870.7	946	https://www.orthodb.org/v10?query=4605at5204	Nrap protein
4662at5204	Complete	CM008257.1	1638420	1642070	+	1547.9	985	https://www.orthodb.org/v10?query=4662at5204	ribosome biogenesis protein BMS1
4735at5204	Missing
4741at5204	Complete	CM008251.1	425020	431741	-	965.5	683	https://www.orthodb.org/v10?query=4741at5204	Calcium-transporting ATPase
4762at5204	Complete	CM008255.1	1661729	1668060	-	1157.7	758	https://www.orthodb.org/v10?query=4762at5204	Chromo domain
4769at5204	Complete	CM008253.1	2078976	2083325	+	1136.1	824	https://www.orthodb.org/v10?query=4769at5204	multidrug efflux transporter AcrB transmembrane domain-containing protein
4778at5204	Complete	CM008255.1	1030614	1035403	+	637.6	531	https://www.orthodb.org/v10?query=4778at5204	SNF2-related, N-terminal domain
4781at5204	Complete	CM008251.1	4509373	4513350	+	798.4	639	https://www.orthodb.org/v10?query=4781at5204	ATPase, AAA-type, conserved site
4814at5204	Complete	CM008256.1	1981146	1985199	+	680.6	755	https://www.orthodb.org/v10?query=4814at5204	timeless-domain-containing protein
4854at5204	Complete	CM008252.1	2259548	2264877	-	1176.2	724	https://www.orthodb.org/v10?query=4854at5204	Sterol 3-beta-glucosyltransferase
4871at5204	Complete	CM008252.1	3133846	3138458	+	801.3	781	https://www.orthodb.org/v10?query=4871at5204	CAP Gly-rich domain
4928at5204	Complete	CM008253.1	2918109	2923750	-	1432.0	1030	https://www.orthodb.org/v10?query=4928at5204	Sec63-domain-containing protein
4991at5204	Complete	CM008254.1	1940576	1944007	-	629.2	563	https://www.orthodb.org/v10?query=4991at5204	Dipeptidylpeptidase IV, N-terminal domain
5048at5204	Complete	CM008257.1	130455	136603	+	607.7	483	https://www.orthodb.org/v10?query=5048at5204	Peroxisome biogenesis factor 1
5054at5204	Complete	CM008251.1	3020410	3025096	+	489.9	674	https://www.orthodb.org/v10?query=5054at5204	Nucleoporin, Nup133/Nup155-like, C-terminal
5072at5204	Complete	CM008257.1	1412388	1416916	-	923.9	751	https://www.orthodb.org/v10?query=5072at5204	Ubiquitin conjugation factor E4
5080at5204	Complete	CM008259.1	928626	931847	+	1073.9	715	https://www.orthodb.org/v10?query=5080at5204	Importin subunit beta-1
5109at5204	Complete	CM008259.1	1132496	1136407	+	742.4	653	https://www.orthodb.org/v10?query=5109at5204	Phosphatidylethanolamine N-methyltransferase
5116at5204	Complete	CM008253.1	2905623	2911646	+	978.9	513	https://www.orthodb.org/v10?query=5116at5204	P-loop containing nucleoside triphosphate hydrolase protein
5128at5204	Complete	CM008252.1	2298257	2303321	-	777.8	881	https://www.orthodb.org/v10?query=5128at5204	TRAPP III complex, Trs85
5158at5204	Complete	CM008253.1	614130	618945	-	987.6	634	https://www.orthodb.org/v10?query=5158at5204	Hydroxymethylglutaryl-CoA reductase, class I/II
5196at5204	Complete	CM008255.1	1883681	1887253	+	772.1	569	https://www.orthodb.org/v10?query=5196at5204	Chloride channel protein
5198at5204	Complete	CM008251.1	2500735	2504587	-	961.4	743	https://www.orthodb.org/v10?query=5198at5204	vacuolar membrane protein
5207at5204	Complete	CM008260.1	1246826	1250313	+	1135.8	630	https://www.orthodb.org/v10?query=5207at5204	Gelsolin-like domain
5260at5204	Complete	CM008253.1	3322913	3325615	-	451.1	432	https://www.orthodb.org/v10?query=5260at5204	DNA repair protein
5285at5204	Complete	CM008257.1	351152	355327	+	597.0	788	https://www.orthodb.org/v10?query=5285at5204	Prp24, RNA recognition motif1
5293at5204	Complete	CM008251.1	1593004	1595975	+	1030.7	631	https://www.orthodb.org/v10?query=5293at5204	V-type proton ATPase subunit a
5337at5204	Complete	CM008251.1	1916722	1919989	-	1052.9	699	https://www.orthodb.org/v10?query=5337at5204	spliceosome complex protein
5390at5204	Complete	CM008254.1	2704133	2709718	-	1197.5	653	https://www.orthodb.org/v10?query=5390at5204	AAA ATPase
5391at5204	Complete	CM008255.1	1260309	1263380	+	900.3	555	https://www.orthodb.org/v10?query=5391at5204	threonine-tRNA ligase
5447at5204	Missing
5462at5204	Complete	CM008251.1	3147103	3154275	-	824.2	638	https://www.orthodb.org/v10?query=5462at5204	WD40-repeat-containing domain
5562at5204	Complete	CM008253.1	1820547	1823146	-	1077.9	644	https://www.orthodb.org/v10?query=5562at5204	cobalamin-independent methionine synthase
5602at5204	Complete	CM008251.1	3476326	3479435	-	1121.0	571	https://www.orthodb.org/v10?query=5602at5204	DNA helicase
5622at5204	Complete	CM008252.1	1839580	1845130	-	1228.8	729	https://www.orthodb.org/v10?query=5622at5204	Coatomer subunit gamma
5648at5204	Complete	CM008254.1	1239135	1249268	-	510.0	579	https://www.orthodb.org/v10?query=5648at5204	Symplekin
5696at5204	Complete	CM008252.1	3925520	3928786	+	580.9	482	https://www.orthodb.org/v10?query=5696at5204	AP-3 complex subunit delta
5789at5204	Complete	CM008252.1	1021065	1024134	+	632.2	609	https://www.orthodb.org/v10?query=5789at5204	Nuclear pore protein
5850at5204	Complete	CM008253.1	2876250	2879717	+	975.1	676	https://www.orthodb.org/v10?query=5850at5204	exocyst complex component Sec10
5875at5204	Complete	CM008251.1	1286324	1290324	+	1068.7	740	https://www.orthodb.org/v10?query=5875at5204	gamma DNA-directed DNA polymerase
5879at5204	Complete	CM008259.1	1212745	1215679	+	562.2	554	https://www.orthodb.org/v10?query=5879at5204	actin-like ATPase domain-containing protein
5943at5204	Complete	CM008251.1	4360724	4366990	-	369.8	281	https://www.orthodb.org/v10?query=5943at5204	Zn(2)-C6 fungal-type DNA-binding domain
5948at5204	Complete	CM008251.1	2826863	2829622	+	928.2	538	https://www.orthodb.org/v10?query=5948at5204	DNA replication licensing factor MCM7
6059at5204	Complete	CM008258.1	2286992	2290136	+	1026.5	664	https://www.orthodb.org/v10?query=6059at5204	Urease
6100at5204	Complete	CM008251.1	2337574	2341461	-	962.3	567	https://www.orthodb.org/v10?query=6100at5204	glycosyltransferase family 39 protein
6132at5204	Complete	CM008252.1	2887449	2891600	-	1024.2	776	https://www.orthodb.org/v10?query=6132at5204	transcription initiation factor TFIID subunit 1
6217at5204	Complete	CM008258.1	2433606	2437602	-	620.8	671	https://www.orthodb.org/v10?query=6217at5204	Sec23/Sec24, helical domain
6239at5204	Complete	CM008252.1	2110896	2116538	-	773.1	475	https://www.orthodb.org/v10?query=6239at5204	Eukaryotic translation initiation factor 3 subunit B
6240at5204	Complete	CM008253.1	141437	144543	-	1173.6	615	https://www.orthodb.org/v10?query=6240at5204	DNA helicase
